"Year","Category","Nominee","Won"
"1981 (54th)","ACTOR IN A SUPPORTING ROLE","Only When I Laugh ","no"
"1981 (54th)","ACTOR IN A SUPPORTING ROLE","Arthur ","yes"
"1981 (54th)","ACTOR IN A SUPPORTING ROLE","Chariots of Fire ","no"
"1981 (54th)","ACTOR IN A SUPPORTING ROLE","Reds ","no"
"1981 (54th)","ACTOR IN A SUPPORTING ROLE","Ragtime ","no"
"1981 (54th)","ACTRESS IN A LEADING ROLE","On Golden Pond ","yes"
"1981 (54th)","ACTRESS IN A LEADING ROLE","Reds ","no"
"1981 (54th)","ACTRESS IN A LEADING ROLE","Only When I Laugh ","no"
"1981 (54th)","ACTRESS IN A LEADING ROLE","Atlantic City ","no"
"1981 (54th)","ACTRESS IN A LEADING ROLE","The French Lieutenant's Woman ","no"
"1981 (54th)","ACTRESS IN A SUPPORTING ROLE","Absence of Malice ","no"
"1981 (54th)","ACTRESS IN A SUPPORTING ROLE","On Golden Pond ","no"
"1981 (54th)","ACTRESS IN A SUPPORTING ROLE","Only When I Laugh ","no"
"1981 (54th)","ACTRESS IN A SUPPORTING ROLE","Ragtime ","no"
"1981 (54th)","ACTRESS IN A SUPPORTING ROLE","Reds ","yes"
"1981 (54th)","CINEMATOGRAPHY","Excalibur","no"
"1981 (54th)","CINEMATOGRAPHY","On Golden Pond","no"
"1981 (54th)","CINEMATOGRAPHY","Ragtime","no"
"1981 (54th)","CINEMATOGRAPHY","Raiders of the Lost Ark","no"
"1981 (54th)","CINEMATOGRAPHY","Reds","yes"
"1981 (54th)","COSTUME DESIGN","Chariots of Fire","yes"
"1981 (54th)","COSTUME DESIGN","The French Lieutenant's Woman","no"
"1981 (54th)","COSTUME DESIGN","Pennies from Heaven","no"
"1981 (54th)","COSTUME DESIGN","Ragtime","no"
"1981 (54th)","COSTUME DESIGN","Reds","no"
"1981 (54th)","DIRECTING","Atlantic City","no"
"1981 (54th)","DIRECTING","Chariots of Fire","no"
"1981 (54th)","DIRECTING","On Golden Pond","no"
"1981 (54th)","DIRECTING","Raiders of the Lost Ark","no"
"1981 (54th)","DIRECTING","Reds","yes"
"1981 (54th)","FILM EDITING","Chariots of Fire","no"
"1981 (54th)","FILM EDITING","The French Lieutenant's Woman","no"
"1981 (54th)","FILM EDITING","On Golden Pond","no"
"1981 (54th)","FILM EDITING","Raiders of the Lost Ark","yes"
"1981 (54th)","FILM EDITING","Reds","no"
"1981 (54th)","BEST PICTURE","Atlantic City","no"
"1981 (54th)","BEST PICTURE","Chariots of Fire","yes"
"1981 (54th)","BEST PICTURE","On Golden Pond","no"
"1981 (54th)","BEST PICTURE","Raiders of the Lost Ark","no"
"1981 (54th)","BEST PICTURE","Reds","no"
"1982 (55th)","ACTOR IN A LEADING ROLE","Tootsie ","no"
"1982 (55th)","ACTOR IN A LEADING ROLE","Gandhi ","yes"
"1982 (55th)","ACTOR IN A LEADING ROLE","Missing ","no"
"1982 (55th)","ACTOR IN A LEADING ROLE","The Verdict ","no"
"1982 (55th)","ACTOR IN A LEADING ROLE","My Favorite Year ","no"
"1982 (55th)","ACTOR IN A SUPPORTING ROLE","The Best Little Whorehouse in Texas ","no"
"1982 (55th)","ACTOR IN A SUPPORTING ROLE","An Officer and a Gentleman ","yes"
"1982 (55th)","ACTOR IN A SUPPORTING ROLE","The World According to Garp ","no"
"1982 (55th)","ACTOR IN A SUPPORTING ROLE","The Verdict ","no"
"1982 (55th)","ACTOR IN A SUPPORTING ROLE","Victor/Victoria ","no"
"1982 (55th)","ACTRESS IN A LEADING ROLE","Victor/Victoria ","no"
"1982 (55th)","ACTRESS IN A LEADING ROLE","Frances ","no"
"1982 (55th)","ACTRESS IN A LEADING ROLE","Missing ","no"
"1982 (55th)","ACTRESS IN A LEADING ROLE","Sophie's Choice ","yes"
"1982 (55th)","ACTRESS IN A LEADING ROLE","An Officer and a Gentleman ","no"
"1982 (55th)","ACTRESS IN A SUPPORTING ROLE","The World According to Garp ","no"
"1982 (55th)","ACTRESS IN A SUPPORTING ROLE","Tootsie ","no"
"1982 (55th)","ACTRESS IN A SUPPORTING ROLE","Tootsie ","yes"
"1982 (55th)","ACTRESS IN A SUPPORTING ROLE","Frances ","no"
"1982 (55th)","ACTRESS IN A SUPPORTING ROLE","Victor/Victoria ","no"
"1982 (55th)","CINEMATOGRAPHY","Das Boot","no"
"1982 (55th)","CINEMATOGRAPHY","E.T. The Extra-Terrestrial","no"
"1982 (55th)","CINEMATOGRAPHY","Gandhi","yes"
"1982 (55th)","CINEMATOGRAPHY","Sophie's Choice","no"
"1982 (55th)","CINEMATOGRAPHY","Tootsie","no"
"1982 (55th)","COSTUME DESIGN","Gandhi","yes"
"1982 (55th)","COSTUME DESIGN","La Traviata","no"
"1982 (55th)","COSTUME DESIGN","Sophie's Choice","no"
"1982 (55th)","COSTUME DESIGN","Tron","no"
"1982 (55th)","COSTUME DESIGN","Victor/Victoria","no"
"1982 (55th)","DIRECTING","Das Boot","no"
"1982 (55th)","DIRECTING","E.T. The Extra-Terrestrial","no"
"1982 (55th)","DIRECTING","Gandhi","yes"
"1982 (55th)","DIRECTING","Tootsie","no"
"1982 (55th)","DIRECTING","The Verdict","no"
"1982 (55th)","FILM EDITING","Das Boot","no"
"1982 (55th)","FILM EDITING","E.T. The Extra-Terrestrial","no"
"1982 (55th)","FILM EDITING","Gandhi","yes"
"1982 (55th)","FILM EDITING","An Officer and a Gentleman","no"
"1982 (55th)","FILM EDITING","Tootsie","no"
"1982 (55th)","BEST PICTURE","E.T. The Extra-Terrestrial","no"
"1982 (55th)","BEST PICTURE","Gandhi","yes"
"1982 (55th)","BEST PICTURE","Missing","no"
"1982 (55th)","BEST PICTURE","Tootsie","no"
"1982 (55th)","BEST PICTURE","The Verdict","no"
"1983 (56th)","ACTOR IN A LEADING ROLE","Educating Rita ","no"
"1983 (56th)","ACTOR IN A LEADING ROLE","Reuben; Reuben ","no"
"1983 (56th)","ACTOR IN A LEADING ROLE","The Dresser ","no"
"1983 (56th)","ACTOR IN A LEADING ROLE","Tender Mercies ","yes"
"1983 (56th)","ACTOR IN A LEADING ROLE","The Dresser ","no"
"1983 (56th)","ACTOR IN A SUPPORTING ROLE","To Be or Not to Be ","no"
"1983 (56th)","ACTOR IN A SUPPORTING ROLE","Terms of Endearment ","no"
"1983 (56th)","ACTOR IN A SUPPORTING ROLE","Terms of Endearment ","yes"
"1983 (56th)","ACTOR IN A SUPPORTING ROLE","The Right Stuff ","no"
"1983 (56th)","ACTOR IN A SUPPORTING ROLE","Cross Creek ","no"
"1983 (56th)","ACTRESS IN A LEADING ROLE","Testament ","no"
"1983 (56th)","ACTRESS IN A LEADING ROLE","Terms of Endearment ","yes"
"1983 (56th)","ACTRESS IN A LEADING ROLE","Silkwood ","no"
"1983 (56th)","ACTRESS IN A LEADING ROLE","Educating Rita ","no"
"1983 (56th)","ACTRESS IN A LEADING ROLE","Terms of Endearment ","no"
"1983 (56th)","ACTRESS IN A SUPPORTING ROLE","Silkwood ","no"
"1983 (56th)","ACTRESS IN A SUPPORTING ROLE","The Big Chill ","no"
"1983 (56th)","ACTRESS IN A SUPPORTING ROLE","The Year of Living Dangerously ","yes"
"1983 (56th)","ACTRESS IN A SUPPORTING ROLE","Yentl ","no"
"1983 (56th)","ACTRESS IN A SUPPORTING ROLE","Cross Creek ","no"
"1983 (56th)","CINEMATOGRAPHY","Fanny & Alexander","yes"
"1983 (56th)","CINEMATOGRAPHY","Flashdance","no"
"1983 (56th)","CINEMATOGRAPHY","The Right Stuff","no"
"1983 (56th)","CINEMATOGRAPHY","WarGames","no"
"1983 (56th)","CINEMATOGRAPHY","Zelig","no"
"1983 (56th)","COSTUME DESIGN","Cross Creek","no"
"1983 (56th)","COSTUME DESIGN","Fanny & Alexander","yes"
"1983 (56th)","COSTUME DESIGN","Heart Like a Wheel","no"
"1983 (56th)","COSTUME DESIGN","The Return of Martin Guerre","no"
"1983 (56th)","COSTUME DESIGN","Zelig","no"
"1983 (56th)","DIRECTING","The Dresser","no"
"1983 (56th)","DIRECTING","Fanny & Alexander","no"
"1983 (56th)","DIRECTING","Silkwood","no"
"1983 (56th)","DIRECTING","Tender Mercies","no"
"1983 (56th)","DIRECTING","Terms of Endearment","yes"
"1983 (56th)","FILM EDITING","Blue Thunder","no"
"1983 (56th)","FILM EDITING","Flashdance","no"
"1983 (56th)","FILM EDITING","The Right Stuff","yes"
"1983 (56th)","FILM EDITING","Silkwood","no"
"1983 (56th)","FILM EDITING","Terms of Endearment","no"
"1983 (56th)","BEST PICTURE","The Big Chill","no"
"1983 (56th)","BEST PICTURE","The Dresser","no"
"1983 (56th)","BEST PICTURE","The Right Stuff","no"
"1983 (56th)","BEST PICTURE","Tender Mercies","no"
"1983 (56th)","BEST PICTURE","Terms of Endearment","yes"
"1984 (57th)","ACTOR IN A LEADING ROLE","Amadeus ","yes"
"1984 (57th)","ACTOR IN A LEADING ROLE","Starman ","no"
"1984 (57th)","ACTOR IN A LEADING ROLE","Under the Volcano ","no"
"1984 (57th)","ACTOR IN A LEADING ROLE","Amadeus ","no"
"1984 (57th)","ACTOR IN A LEADING ROLE","The Killing Fields ","no"
"1984 (57th)","ACTOR IN A SUPPORTING ROLE","A Soldier's Story ","no"
"1984 (57th)","ACTOR IN A SUPPORTING ROLE","Places in the Heart ","no"
"1984 (57th)","ACTOR IN A SUPPORTING ROLE","The Karate Kid ","no"
"1984 (57th)","ACTOR IN A SUPPORTING ROLE","The Killing Fields ","yes"
"1984 (57th)","ACTOR IN A SUPPORTING ROLE","Greystoke: The Legend of Tarzan; Lord of the Apes ","no"
"1984 (57th)","ACTRESS IN A LEADING ROLE","A Passage to India ","no"
"1984 (57th)","ACTRESS IN A LEADING ROLE","Places in the Heart ","yes"
"1984 (57th)","ACTRESS IN A LEADING ROLE","Country ","no"
"1984 (57th)","ACTRESS IN A LEADING ROLE","The Bostonians ","no"
"1984 (57th)","ACTRESS IN A LEADING ROLE","The River ","no"
"1984 (57th)","ACTRESS IN A SUPPORTING ROLE","A Passage to India ","yes"
"1984 (57th)","ACTRESS IN A SUPPORTING ROLE","The Natural ","no"
"1984 (57th)","ACTRESS IN A SUPPORTING ROLE","Places in the Heart ","no"
"1984 (57th)","ACTRESS IN A SUPPORTING ROLE","Swing Shift ","no"
"1984 (57th)","ACTRESS IN A SUPPORTING ROLE","The Pope of Greenwich Village ","no"
"1984 (57th)","CINEMATOGRAPHY","Amadeus","no"
"1984 (57th)","CINEMATOGRAPHY","The Killing Fields","yes"
"1984 (57th)","CINEMATOGRAPHY","The Natural","no"
"1984 (57th)","CINEMATOGRAPHY","A Passage to India","no"
"1984 (57th)","CINEMATOGRAPHY","The River","no"
"1984 (57th)","COSTUME DESIGN","Amadeus","yes"
"1984 (57th)","COSTUME DESIGN","The Bostonians","no"
"1984 (57th)","COSTUME DESIGN","A Passage to India","no"
"1984 (57th)","COSTUME DESIGN","Places in the Heart","no"
"1984 (57th)","COSTUME DESIGN","2010","no"
"1984 (57th)","DIRECTING","Amadeus","yes"
"1984 (57th)","DIRECTING","Broadway Danny Rose","no"
"1984 (57th)","DIRECTING","The Killing Fields","no"
"1984 (57th)","DIRECTING","A Passage to India","no"
"1984 (57th)","DIRECTING","Places in the Heart","no"
"1984 (57th)","FILM EDITING","Amadeus","no"
"1984 (57th)","FILM EDITING","The Cotton Club","no"
"1984 (57th)","FILM EDITING","The Killing Fields","yes"
"1984 (57th)","FILM EDITING","A Passage to India","no"
"1984 (57th)","FILM EDITING","Romancing the Stone","no"
"1984 (57th)","BEST PICTURE","Amadeus","yes"
"1984 (57th)","BEST PICTURE","The Killing Fields","no"
"1984 (57th)","BEST PICTURE","A Passage to India","no"
"1984 (57th)","BEST PICTURE","Places in the Heart","no"
"1984 (57th)","BEST PICTURE","A Soldier's Story","no"
"1985 (58th)","ACTOR IN A LEADING ROLE","Witness ","no"
"1985 (58th)","ACTOR IN A LEADING ROLE","Murphy's Romance ","no"
"1985 (58th)","ACTOR IN A LEADING ROLE","Kiss of the Spider Woman ","yes"
"1985 (58th)","ACTOR IN A LEADING ROLE","Prizzi's Honor ","no"
"1985 (58th)","ACTOR IN A LEADING ROLE","Runaway Train ","no"
"1985 (58th)","ACTOR IN A SUPPORTING ROLE","Cocoon ","yes"
"1985 (58th)","ACTOR IN A SUPPORTING ROLE","Out of Africa ","no"
"1985 (58th)","ACTOR IN A SUPPORTING ROLE","Prizzi's Honor ","no"
"1985 (58th)","ACTOR IN A SUPPORTING ROLE","Jagged Edge ","no"
"1985 (58th)","ACTOR IN A SUPPORTING ROLE","Runaway Train ","no"
"1985 (58th)","ACTRESS IN A LEADING ROLE","Agnes of God ","no"
"1985 (58th)","ACTRESS IN A LEADING ROLE","The Color Purple ","no"
"1985 (58th)","ACTRESS IN A LEADING ROLE","Sweet Dreams ","no"
"1985 (58th)","ACTRESS IN A LEADING ROLE","The Trip to Bountiful ","yes"
"1985 (58th)","ACTRESS IN A LEADING ROLE","Out of Africa ","no"
"1985 (58th)","ACTRESS IN A SUPPORTING ROLE","The Color Purple ","no"
"1985 (58th)","ACTRESS IN A SUPPORTING ROLE","Prizzi's Honor ","yes"
"1985 (58th)","ACTRESS IN A SUPPORTING ROLE","Twice in a Lifetime ","no"
"1985 (58th)","ACTRESS IN A SUPPORTING ROLE","Agnes of God ","no"
"1985 (58th)","ACTRESS IN A SUPPORTING ROLE","The Color Purple ","no"
"1985 (58th)","CINEMATOGRAPHY","The Color Purple","no"
"1985 (58th)","CINEMATOGRAPHY","Murphy's Romance","no"
"1985 (58th)","CINEMATOGRAPHY","Out of Africa","yes"
"1985 (58th)","CINEMATOGRAPHY","Ran","no"
"1985 (58th)","CINEMATOGRAPHY","Witness","no"
"1985 (58th)","COSTUME DESIGN","The Color Purple","no"
"1985 (58th)","COSTUME DESIGN","The Journey of Natty Gann","no"
"1985 (58th)","COSTUME DESIGN","Out of Africa","no"
"1985 (58th)","COSTUME DESIGN","Prizzi's Honor","no"
"1985 (58th)","COSTUME DESIGN","Ran","yes"
"1985 (58th)","DIRECTING","Kiss of the Spider Woman","no"
"1985 (58th)","DIRECTING","Out of Africa","yes"
"1985 (58th)","DIRECTING","Prizzi's Honor","no"
"1985 (58th)","DIRECTING","Ran","no"
"1985 (58th)","DIRECTING","Witness","no"
"1985 (58th)","FILM EDITING","A Chorus Line","no"
"1985 (58th)","FILM EDITING","Out of Africa","no"
"1985 (58th)","FILM EDITING","Prizzi's Honor","no"
"1985 (58th)","FILM EDITING","Runaway Train","no"
"1985 (58th)","FILM EDITING","Witness","yes"
"1985 (58th)","BEST PICTURE","The Color Purple","no"
"1985 (58th)","BEST PICTURE","Kiss of the Spider Woman","no"
"1985 (58th)","BEST PICTURE","Out of Africa","yes"
"1985 (58th)","BEST PICTURE","Prizzi's Honor","no"
"1985 (58th)","BEST PICTURE","Witness","no"
"1986 (59th)","ACTOR IN A LEADING ROLE","'Round Midnight ","no"
"1986 (59th)","ACTOR IN A LEADING ROLE","Mona Lisa ","no"
"1986 (59th)","ACTOR IN A LEADING ROLE","Children of a Lesser God ","no"
"1986 (59th)","ACTOR IN A LEADING ROLE","The Color of Money ","yes"
"1986 (59th)","ACTOR IN A LEADING ROLE","Salvador ","no"
"1986 (59th)","ACTOR IN A SUPPORTING ROLE","Platoon ","no"
"1986 (59th)","ACTOR IN A SUPPORTING ROLE","Hannah and Her Sisters ","yes"
"1986 (59th)","ACTOR IN A SUPPORTING ROLE","Platoon ","no"
"1986 (59th)","ACTOR IN A SUPPORTING ROLE","A Room with a View ","no"
"1986 (59th)","ACTOR IN A SUPPORTING ROLE","Hoosiers ","no"
"1986 (59th)","ACTRESS IN A LEADING ROLE","The Morning After ","no"
"1986 (59th)","ACTRESS IN A LEADING ROLE","Children of a Lesser God ","yes"
"1986 (59th)","ACTRESS IN A LEADING ROLE","Crimes of the Heart ","no"
"1986 (59th)","ACTRESS IN A LEADING ROLE","Peggy Sue Got Married ","no"
"1986 (59th)","ACTRESS IN A LEADING ROLE","Aliens ","no"
"1986 (59th)","ACTRESS IN A SUPPORTING ROLE","Crimes of the Heart ","no"
"1986 (59th)","ACTRESS IN A SUPPORTING ROLE","Children of a Lesser God ","no"
"1986 (59th)","ACTRESS IN A SUPPORTING ROLE","The Color of Money ","no"
"1986 (59th)","ACTRESS IN A SUPPORTING ROLE","A Room with a View ","no"
"1986 (59th)","ACTRESS IN A SUPPORTING ROLE","Hannah and Her Sisters ","yes"
"1986 (59th)","CINEMATOGRAPHY","The Mission","yes"
"1986 (59th)","CINEMATOGRAPHY","Peggy Sue Got Married","no"
"1986 (59th)","CINEMATOGRAPHY","Platoon","no"
"1986 (59th)","CINEMATOGRAPHY","A Room with a View","no"
"1986 (59th)","CINEMATOGRAPHY","Star Trek IV: The Voyage Home","no"
"1986 (59th)","COSTUME DESIGN","The Mission","no"
"1986 (59th)","COSTUME DESIGN","Otello","no"
"1986 (59th)","COSTUME DESIGN","Peggy Sue Got Married","no"
"1986 (59th)","COSTUME DESIGN","Pirates","no"
"1986 (59th)","COSTUME DESIGN","A Room with a View","yes"
"1986 (59th)","DIRECTING","Blue Velvet","no"
"1986 (59th)","DIRECTING","Hannah and Her Sisters","no"
"1986 (59th)","DIRECTING","The Mission","no"
"1986 (59th)","DIRECTING","Platoon","yes"
"1986 (59th)","DIRECTING","A Room with a View","no"
"1986 (59th)","FILM EDITING","Aliens","no"
"1986 (59th)","FILM EDITING","Hannah and Her Sisters","no"
"1986 (59th)","FILM EDITING","The Mission","no"
"1986 (59th)","FILM EDITING","Platoon","yes"
"1986 (59th)","FILM EDITING","Top Gun","no"
"1986 (59th)","BEST PICTURE","Children of a Lesser God","no"
"1986 (59th)","BEST PICTURE","Hannah and Her Sisters","no"
"1986 (59th)","BEST PICTURE","The Mission","no"
"1986 (59th)","BEST PICTURE","Platoon","yes"
"1986 (59th)","BEST PICTURE","A Room with a View","no"
"1987 (60th)","ACTOR IN A LEADING ROLE","Wall Street ","yes"
"1987 (60th)","ACTOR IN A LEADING ROLE","Broadcast News ","no"
"1987 (60th)","ACTOR IN A LEADING ROLE","Dark Eyes ","no"
"1987 (60th)","ACTOR IN A LEADING ROLE","Ironweed ","no"
"1987 (60th)","ACTOR IN A LEADING ROLE","Good Morning; Vietnam ","no"
"1987 (60th)","ACTOR IN A SUPPORTING ROLE","Broadcast News ","no"
"1987 (60th)","ACTOR IN A SUPPORTING ROLE","The Untouchables ","yes"
"1987 (60th)","ACTOR IN A SUPPORTING ROLE","Street Smart ","no"
"1987 (60th)","ACTOR IN A SUPPORTING ROLE","Moonstruck ","no"
"1987 (60th)","ACTOR IN A SUPPORTING ROLE","Cry Freedom ","no"
"1987 (60th)","ACTRESS IN A LEADING ROLE","Moonstruck ","yes"
"1987 (60th)","ACTRESS IN A LEADING ROLE","Fatal Attraction ","no"
"1987 (60th)","ACTRESS IN A LEADING ROLE","Broadcast News ","no"
"1987 (60th)","ACTRESS IN A LEADING ROLE","Anna ","no"
"1987 (60th)","ACTRESS IN A LEADING ROLE","Ironweed ","no"
"1987 (60th)","ACTRESS IN A SUPPORTING ROLE","Gaby - A True Story ","no"
"1987 (60th)","ACTRESS IN A SUPPORTING ROLE","Fatal Attraction ","no"
"1987 (60th)","ACTRESS IN A SUPPORTING ROLE","Moonstruck ","yes"
"1987 (60th)","ACTRESS IN A SUPPORTING ROLE","Throw Momma from the Train ","no"
"1987 (60th)","ACTRESS IN A SUPPORTING ROLE","The Whales of August ","no"
"1987 (60th)","CINEMATOGRAPHY","Broadcast News","no"
"1987 (60th)","CINEMATOGRAPHY","Empire of the Sun","no"
"1987 (60th)","CINEMATOGRAPHY","Hope and Glory","no"
"1987 (60th)","CINEMATOGRAPHY","The Last Emperor","yes"
"1987 (60th)","CINEMATOGRAPHY","Matewan","no"
"1987 (60th)","COSTUME DESIGN","The Dead","no"
"1987 (60th)","COSTUME DESIGN","Empire of the Sun","no"
"1987 (60th)","COSTUME DESIGN","The Last Emperor","yes"
"1987 (60th)","COSTUME DESIGN","Maurice","no"
"1987 (60th)","COSTUME DESIGN","The Untouchables","no"
"1987 (60th)","DIRECTING","Fatal Attraction","no"
"1987 (60th)","DIRECTING","Hope and Glory","no"
"1987 (60th)","DIRECTING","The Last Emperor","yes"
"1987 (60th)","DIRECTING","Moonstruck","no"
"1987 (60th)","DIRECTING","My Life as a Dog","no"
"1987 (60th)","FILM EDITING","Broadcast News","no"
"1987 (60th)","FILM EDITING","Empire of the Sun","no"
"1987 (60th)","FILM EDITING","Fatal Attraction","no"
"1987 (60th)","FILM EDITING","The Last Emperor","yes"
"1987 (60th)","FILM EDITING","RoboCop","no"
"1987 (60th)","BEST PICTURE","Broadcast News","no"
"1987 (60th)","BEST PICTURE","Fatal Attraction","no"
"1987 (60th)","BEST PICTURE","Hope and Glory","no"
"1987 (60th)","BEST PICTURE","The Last Emperor","yes"
"1987 (60th)","BEST PICTURE","Moonstruck","no"
"1988 (61st)","ACTOR IN A LEADING ROLE","Mississippi Burning ","no"
"1988 (61st)","ACTOR IN A LEADING ROLE","Big ","no"
"1988 (61st)","ACTOR IN A LEADING ROLE","Rain Man ","yes"
"1988 (61st)","ACTOR IN A LEADING ROLE","Stand and Deliver ","no"
"1988 (61st)","ACTOR IN A LEADING ROLE","Pelle the Conqueror ","no"
"1988 (61st)","ACTOR IN A SUPPORTING ROLE","Little Dorrit ","no"
"1988 (61st)","ACTOR IN A SUPPORTING ROLE","A Fish Called Wanda ","yes"
"1988 (61st)","ACTOR IN A SUPPORTING ROLE","Tucker The Man and His Dream ","no"
"1988 (61st)","ACTOR IN A SUPPORTING ROLE","Running on Empty ","no"
"1988 (61st)","ACTOR IN A SUPPORTING ROLE","Married to the Mob ","no"
"1988 (61st)","ACTRESS IN A LEADING ROLE","Dangerous Liaisons ","no"
"1988 (61st)","ACTRESS IN A LEADING ROLE","The Accused ","yes"
"1988 (61st)","ACTRESS IN A LEADING ROLE","Working Girl ","no"
"1988 (61st)","ACTRESS IN A LEADING ROLE","A Cry in the Dark ","no"
"1988 (61st)","ACTRESS IN A LEADING ROLE","Gorillas in the Mist ","no"
"1988 (61st)","ACTRESS IN A SUPPORTING ROLE","Working Girl ","no"
"1988 (61st)","ACTRESS IN A SUPPORTING ROLE","The Accidental Tourist ","yes"
"1988 (61st)","ACTRESS IN A SUPPORTING ROLE","Mississippi Burning ","no"
"1988 (61st)","ACTRESS IN A SUPPORTING ROLE","Dangerous Liaisons ","no"
"1988 (61st)","ACTRESS IN A SUPPORTING ROLE","Working Girl ","no"
"1988 (61st)","CINEMATOGRAPHY","Mississippi Burning","yes"
"1988 (61st)","CINEMATOGRAPHY","Rain Man","no"
"1988 (61st)","CINEMATOGRAPHY","Tequila Sunrise","no"
"1988 (61st)","CINEMATOGRAPHY","The Unbearable Lightness of Being","no"
"1988 (61st)","CINEMATOGRAPHY","Who Framed Roger Rabbit","no"
"1988 (61st)","COSTUME DESIGN","Coming to America","no"
"1988 (61st)","COSTUME DESIGN","Dangerous Liaisons","yes"
"1988 (61st)","COSTUME DESIGN","A Handful of Dust","no"
"1988 (61st)","COSTUME DESIGN","Sunset","no"
"1988 (61st)","COSTUME DESIGN","Tucker The Man and His Dream","no"
"1988 (61st)","DIRECTING","A Fish Called Wanda","no"
"1988 (61st)","DIRECTING","The Last Temptation of Christ","no"
"1988 (61st)","DIRECTING","Mississippi Burning","no"
"1988 (61st)","DIRECTING","Rain Man","yes"
"1988 (61st)","DIRECTING","Working Girl","no"
"1988 (61st)","FILM EDITING","Die Hard","no"
"1988 (61st)","FILM EDITING","Gorillas in the Mist","no"
"1988 (61st)","FILM EDITING","Mississippi Burning","no"
"1988 (61st)","FILM EDITING","Rain Man","no"
"1988 (61st)","FILM EDITING","Who Framed Roger Rabbit","yes"
"1988 (61st)","BEST PICTURE","The Accidental Tourist","no"
"1988 (61st)","BEST PICTURE","Dangerous Liaisons","no"
"1988 (61st)","BEST PICTURE","Mississippi Burning","no"
"1988 (61st)","BEST PICTURE","Rain Man","yes"
"1988 (61st)","BEST PICTURE","Working Girl","no"
"1989 (62nd)","ACTOR IN A LEADING ROLE","Henry V ","no"
"1989 (62nd)","ACTOR IN A LEADING ROLE","Born on the Fourth of July ","no"
"1989 (62nd)","ACTOR IN A LEADING ROLE","My Left Foot ","yes"
"1989 (62nd)","ACTOR IN A LEADING ROLE","Driving Miss Daisy ","no"
"1989 (62nd)","ACTOR IN A LEADING ROLE","Dead Poets Society ","no"
"1989 (62nd)","ACTOR IN A SUPPORTING ROLE","Do the Right Thing ","no"
"1989 (62nd)","ACTOR IN A SUPPORTING ROLE","Driving Miss Daisy ","no"
"1989 (62nd)","ACTOR IN A SUPPORTING ROLE","A Dry White Season ","no"
"1989 (62nd)","ACTOR IN A SUPPORTING ROLE","Crimes and Misdemeanors ","no"
"1989 (62nd)","ACTOR IN A SUPPORTING ROLE","Glory ","yes"
"1989 (62nd)","ACTRESS IN A LEADING ROLE","Camille Claudel ","no"
"1989 (62nd)","ACTRESS IN A LEADING ROLE","Shirley Valentine ","no"
"1989 (62nd)","ACTRESS IN A LEADING ROLE","Music Box ","no"
"1989 (62nd)","ACTRESS IN A LEADING ROLE","The Fabulous Baker Boys ","no"
"1989 (62nd)","ACTRESS IN A LEADING ROLE","Driving Miss Daisy ","yes"
"1989 (62nd)","ACTRESS IN A SUPPORTING ROLE","My Left Foot ","yes"
"1989 (62nd)","ACTRESS IN A SUPPORTING ROLE","Enemies; A Love Story ","no"
"1989 (62nd)","ACTRESS IN A SUPPORTING ROLE","Enemies; A Love Story ","no"
"1989 (62nd)","ACTRESS IN A SUPPORTING ROLE","Steel Magnolias ","no"
"1989 (62nd)","ACTRESS IN A SUPPORTING ROLE","Parenthood ","no"
"1989 (62nd)","CINEMATOGRAPHY","The Abyss","no"
"1989 (62nd)","CINEMATOGRAPHY","Blaze","no"
"1989 (62nd)","CINEMATOGRAPHY","Born on the Fourth of July","no"
"1989 (62nd)","CINEMATOGRAPHY","The Fabulous Baker Boys","no"
"1989 (62nd)","CINEMATOGRAPHY","Glory","yes"
"1989 (62nd)","COSTUME DESIGN","The Adventures of Baron Munchausen","no"
"1989 (62nd)","COSTUME DESIGN","Driving Miss Daisy","no"
"1989 (62nd)","COSTUME DESIGN","Harlem Nights","no"
"1989 (62nd)","COSTUME DESIGN","Henry V","yes"
"1989 (62nd)","COSTUME DESIGN","Valmont","no"
"1989 (62nd)","DIRECTING","Born on the Fourth of July","yes"
"1989 (62nd)","DIRECTING","Crimes and Misdemeanors","no"
"1989 (62nd)","DIRECTING","Dead Poets Society","no"
"1989 (62nd)","DIRECTING","Henry V","no"
"1989 (62nd)","DIRECTING","My Left Foot","no"
"1989 (62nd)","FILM EDITING","The Bear","no"
"1989 (62nd)","FILM EDITING","Born on the Fourth of July","yes"
"1989 (62nd)","FILM EDITING","Driving Miss Daisy","no"
"1989 (62nd)","FILM EDITING","The Fabulous Baker Boys","no"
"1989 (62nd)","FILM EDITING","Glory","no"
"1989 (62nd)","BEST PICTURE","Born on the Fourth of July","no"
"1989 (62nd)","BEST PICTURE","Dead Poets Society","no"
"1989 (62nd)","BEST PICTURE","Driving Miss Daisy","yes"
"1989 (62nd)","BEST PICTURE","Field of Dreams","no"
"1989 (62nd)","BEST PICTURE","My Left Foot","no"
"1990 (63rd)","ACTOR IN A LEADING ROLE","Dances With Wolves ","no"
"1990 (63rd)","ACTOR IN A LEADING ROLE","Awakenings ","no"
"1990 (63rd)","ACTOR IN A LEADING ROLE","Cyrano de Bergerac ","no"
"1990 (63rd)","ACTOR IN A LEADING ROLE","The Field ","no"
"1990 (63rd)","ACTOR IN A LEADING ROLE","Reversal of Fortune ","yes"
