"Year","Category","Nominee","Won"
"1961 (34th)","ACTRESS IN A SUPPORTING ROLE","Summer and Smoke ","no"
"1961 (34th)","ACTRESS IN A SUPPORTING ROLE","West Side Story ","yes"
"1961 (34th)","DIRECTING","The Guns of Navarone","no"
"1961 (34th)","DIRECTING","The Hustler","no"
"1961 (34th)","DIRECTING","Judgment at Nuremberg","no"
"1961 (34th)","DIRECTING","La Dolce Vita","no"
"1961 (34th)","DIRECTING","West Side Story","yes"
"1961 (34th)","FILM EDITING","Fanny","no"
"1961 (34th)","FILM EDITING","The Guns of Navarone","no"
"1961 (34th)","FILM EDITING","Judgment at Nuremberg","no"
"1961 (34th)","FILM EDITING","The Parent Trap","no"
"1961 (34th)","FILM EDITING","West Side Story","yes"
"1962 (35th)","ACTOR","Birdman of Alcatraz ","no"
"1962 (35th)","ACTOR","Days of Wine and Roses ","no"
"1962 (35th)","ACTOR","Divorce--Italian Style ","no"
"1962 (35th)","ACTOR","Lawrence of Arabia ","no"
"1962 (35th)","ACTOR","To Kill a Mockingbird ","yes"
"1962 (35th)","ACTOR IN A SUPPORTING ROLE","Sweet Bird of Youth ","yes"
"1962 (35th)","ACTOR IN A SUPPORTING ROLE","What Ever Happened to Baby Jane? ","no"
"1962 (35th)","ACTOR IN A SUPPORTING ROLE","Birdman of Alcatraz ","no"
"1962 (35th)","ACTOR IN A SUPPORTING ROLE","Lawrence of Arabia ","no"
"1962 (35th)","ACTOR IN A SUPPORTING ROLE","Billy Budd ","no"
"1962 (35th)","ACTRESS","The Miracle Worker ","yes"
"1962 (35th)","ACTRESS","What Ever Happened to Baby Jane? ","no"
"1962 (35th)","ACTRESS","Long Day's Journey into Night ","no"
"1962 (35th)","ACTRESS","Sweet Bird of Youth ","no"
"1962 (35th)","ACTRESS","Days of Wine and Roses ","no"
"1962 (35th)","ACTRESS IN A SUPPORTING ROLE","To Kill a Mockingbird ","no"
"1962 (35th)","ACTRESS IN A SUPPORTING ROLE","The Miracle Worker ","yes"
"1962 (35th)","ACTRESS IN A SUPPORTING ROLE","Sweet Bird of Youth ","no"
"1962 (35th)","ACTRESS IN A SUPPORTING ROLE","The Manchurian Candidate ","no"
"1962 (35th)","ACTRESS IN A SUPPORTING ROLE","Birdman of Alcatraz ","no"
"1962 (35th)","DIRECTING","David and Lisa","no"
"1962 (35th)","DIRECTING","Divorce--Italian Style","no"
"1962 (35th)","DIRECTING","Lawrence of Arabia","yes"
"1962 (35th)","DIRECTING","The Miracle Worker","no"
"1962 (35th)","DIRECTING","To Kill a Mockingbird","no"
"1962 (35th)","FILM EDITING","Lawrence of Arabia","yes"
"1962 (35th)","FILM EDITING","The Longest Day","no"
"1962 (35th)","FILM EDITING","The Manchurian Candidate","no"
"1962 (35th)","FILM EDITING","Meredith Willson's The Music Man","no"
"1962 (35th)","FILM EDITING","Mutiny on the Bounty","no"
"1962 (35th)","BEST PICTURE","Lawrence of Arabia","yes"
"1962 (35th)","BEST PICTURE","The Longest Day","no"
"1962 (35th)","BEST PICTURE","Meredith Willson's The Music Man","no"
"1962 (35th)","BEST PICTURE","Mutiny on the Bounty","no"
"1962 (35th)","BEST PICTURE","To Kill a Mockingbird","no"
"1963 (36th)","ACTOR","Tom Jones ","no"
"1963 (36th)","ACTOR","This Sporting Life ","no"
"1963 (36th)","ACTOR","Cleopatra ","no"
"1963 (36th)","ACTOR","Hud ","no"
"1963 (36th)","ACTOR","Lilies of the Field ","yes"
"1963 (36th)","ACTOR IN A SUPPORTING ROLE","Twilight of Honor ","no"
"1963 (36th)","ACTOR IN A SUPPORTING ROLE","Captain Newman; M.D. ","no"
"1963 (36th)","ACTOR IN A SUPPORTING ROLE","Hud ","yes"
"1963 (36th)","ACTOR IN A SUPPORTING ROLE","Tom Jones ","no"
"1963 (36th)","ACTOR IN A SUPPORTING ROLE","The Cardinal ","no"
"1963 (36th)","ACTRESS","The L-Shaped Room ","no"
"1963 (36th)","ACTRESS","Irma La Douce ","no"
"1963 (36th)","ACTRESS","Hud ","yes"
"1963 (36th)","ACTRESS","This Sporting Life ","no"
"1963 (36th)","ACTRESS","Love with the Proper Stranger ","no"
"1963 (36th)","ACTRESS IN A SUPPORTING ROLE","Tom Jones ","no"
"1963 (36th)","ACTRESS IN A SUPPORTING ROLE","Tom Jones ","no"
"1963 (36th)","ACTRESS IN A SUPPORTING ROLE","Tom Jones ","no"
"1963 (36th)","ACTRESS IN A SUPPORTING ROLE","The V.I.P.s ","yes"
"1963 (36th)","ACTRESS IN A SUPPORTING ROLE","Lilies of the Field ","no"
"1963 (36th)","DIRECTING","America America","no"
"1963 (36th)","DIRECTING","The Cardinal","no"
"1963 (36th)","DIRECTING","Federico Fellini's 8-1/2","no"
"1963 (36th)","DIRECTING","Hud","no"
"1963 (36th)","DIRECTING","Tom Jones","yes"
"1963 (36th)","FILM EDITING","The Cardinal","no"
"1963 (36th)","FILM EDITING","Cleopatra","no"
"1963 (36th)","FILM EDITING","The Great Escape","no"
"1963 (36th)","FILM EDITING","How the West Was Won","yes"
"1963 (36th)","FILM EDITING","It's a Mad; Mad; Mad; Mad World","no"
"1963 (36th)","BEST PICTURE","America America","no"
"1963 (36th)","BEST PICTURE","Cleopatra","no"
"1963 (36th)","BEST PICTURE","How the West Was Won","no"
"1963 (36th)","BEST PICTURE","Lilies of the Field","no"
"1963 (36th)","BEST PICTURE","Tom Jones","yes"
"1964 (37th)","ACTOR","Becket ","no"
"1964 (37th)","ACTOR","My Fair Lady ","yes"
"1964 (37th)","ACTOR","Becket ","no"
"1964 (37th)","ACTOR","Zorba the Greek ","no"
"1964 (37th)","ACTOR","Dr. Strangelove or: How I Learned to Stop Worrying","no"
"1964 (37th)","ACTOR IN A SUPPORTING ROLE","Becket ","no"
"1964 (37th)","ACTOR IN A SUPPORTING ROLE","My Fair Lady ","no"
"1964 (37th)","ACTOR IN A SUPPORTING ROLE","Seven Days in May ","no"
"1964 (37th)","ACTOR IN A SUPPORTING ROLE","The Best Man ","no"
"1964 (37th)","ACTOR IN A SUPPORTING ROLE","Topkapi ","yes"
"1964 (37th)","ACTRESS","Mary Poppins ","yes"
"1964 (37th)","ACTRESS","The Pumpkin Eater ","no"
"1964 (37th)","ACTRESS","Marriage Italian Style ","no"
"1964 (37th)","ACTRESS","The Unsinkable Molly Brown ","no"
"1964 (37th)","ACTRESS","Seance on a Wet Afternoon ","no"
"1964 (37th)","ACTRESS IN A SUPPORTING ROLE","My Fair Lady ","no"
"1964 (37th)","ACTRESS IN A SUPPORTING ROLE","The Chalk Garden ","no"
"1964 (37th)","ACTRESS IN A SUPPORTING ROLE","The Night of the Iguana ","no"
"1964 (37th)","ACTRESS IN A SUPPORTING ROLE","Zorba the Greek ","yes"
"1964 (37th)","ACTRESS IN A SUPPORTING ROLE","Hush...Hush; Sweet Charlotte ","no"
"1964 (37th)","DIRECTING","Becket","no"
"1964 (37th)","DIRECTING","Dr. Strangelove or: How I Learned to Stop Worrying","no"
"1964 (37th)","DIRECTING","Mary Poppins","no"
"1964 (37th)","DIRECTING","My Fair Lady","yes"
"1964 (37th)","DIRECTING","Zorba the Greek","no"
"1964 (37th)","FILM EDITING","Becket","no"
"1964 (37th)","FILM EDITING","Father Goose","no"
"1964 (37th)","FILM EDITING","Hush...Hush; Sweet Charlotte","no"
"1964 (37th)","FILM EDITING","Mary Poppins","yes"
"1964 (37th)","FILM EDITING","My Fair Lady","no"
"1964 (37th)","BEST PICTURE","Becket","no"
"1964 (37th)","BEST PICTURE","Dr. Strangelove or: How I Learned to Stop Worrying","no"
"1964 (37th)","BEST PICTURE","Mary Poppins","no"
"1964 (37th)","BEST PICTURE","My Fair Lady","yes"
"1964 (37th)","BEST PICTURE","Zorba the Greek","no"
"1965 (38th)","ACTOR","The Spy Who Came In from the Cold ","no"
"1965 (38th)","ACTOR","Cat Ballou ","yes"
"1965 (38th)","ACTOR","Othello ","no"
"1965 (38th)","ACTOR","The Pawnbroker ","no"
"1965 (38th)","ACTOR","Ship of Fools ","no"
"1965 (38th)","ACTOR IN A SUPPORTING ROLE","A Thousand Clowns ","yes"
"1965 (38th)","ACTOR IN A SUPPORTING ROLE","The Flight of the Phoenix ","no"
"1965 (38th)","ACTOR IN A SUPPORTING ROLE","Doctor Zhivago ","no"
"1965 (38th)","ACTOR IN A SUPPORTING ROLE","Ship of Fools ","no"
"1965 (38th)","ACTOR IN A SUPPORTING ROLE","Othello ","no"
"1965 (38th)","ACTRESS","The Sound of Music ","no"
"1965 (38th)","ACTRESS","Darling ","yes"
"1965 (38th)","ACTRESS","The Collector ","no"
"1965 (38th)","ACTRESS","A Patch of Blue ","no"
"1965 (38th)","ACTRESS","Ship of Fools ","no"
"1965 (38th)","ACTRESS IN A SUPPORTING ROLE","Inside Daisy Clover ","no"
"1965 (38th)","ACTRESS IN A SUPPORTING ROLE","Othello ","no"
"1965 (38th)","ACTRESS IN A SUPPORTING ROLE","Othello ","no"
"1965 (38th)","ACTRESS IN A SUPPORTING ROLE","A Patch of Blue ","yes"
"1965 (38th)","ACTRESS IN A SUPPORTING ROLE","The Sound of Music ","no"
"1965 (38th)","DIRECTING","The Collector","no"
"1965 (38th)","DIRECTING","Darling","no"
"1965 (38th)","DIRECTING","Doctor Zhivago","no"
"1965 (38th)","DIRECTING","The Sound of Music","yes"
"1965 (38th)","DIRECTING","Woman in the Dunes","no"
"1965 (38th)","FILM EDITING","Cat Ballou","no"
"1965 (38th)","FILM EDITING","Doctor Zhivago","no"
"1965 (38th)","FILM EDITING","The Flight of the Phoenix","no"
"1965 (38th)","FILM EDITING","The Great Race","no"
"1965 (38th)","FILM EDITING","The Sound of Music","yes"
"1965 (38th)","BEST PICTURE","Darling","no"
"1965 (38th)","BEST PICTURE","Doctor Zhivago","no"
"1965 (38th)","BEST PICTURE","Ship of Fools","no"
"1965 (38th)","BEST PICTURE","The Sound of Music","yes"
"1965 (38th)","BEST PICTURE","A Thousand Clowns","no"
"1966 (39th)","ACTOR","The Russians Are Coming The Russians Are Coming ","no"
"1966 (39th)","ACTOR","Who's Afraid of Virginia Woolf? ","no"
"1966 (39th)","ACTOR","Alfie ","no"
"1966 (39th)","ACTOR","The Sand Pebbles ","no"
"1966 (39th)","ACTOR","A Man for All Seasons ","yes"
"1966 (39th)","ACTOR IN A SUPPORTING ROLE","The Sand Pebbles ","no"
"1966 (39th)","ACTOR IN A SUPPORTING ROLE","Georgy Girl ","no"
"1966 (39th)","ACTOR IN A SUPPORTING ROLE","The Fortune Cookie ","yes"
"1966 (39th)","ACTOR IN A SUPPORTING ROLE","Who's Afraid of Virginia Woolf? ","no"
"1966 (39th)","ACTOR IN A SUPPORTING ROLE","A Man for All Seasons ","no"
"1966 (39th)","ACTRESS","A Man and a Woman ","no"
"1966 (39th)","ACTRESS","The Shop on Main Street ","no"
"1966 (39th)","ACTRESS","Georgy Girl ","no"
"1966 (39th)","ACTRESS","Morgan! ","no"
"1966 (39th)","ACTRESS","Who's Afraid of Virginia Woolf? ","yes"
"1966 (39th)","ACTRESS IN A SUPPORTING ROLE","Who's Afraid of Virginia Woolf? ","yes"
"1966 (39th)","ACTRESS IN A SUPPORTING ROLE","A Man for All Seasons ","no"
"1966 (39th)","ACTRESS IN A SUPPORTING ROLE","Hawaii ","no"
"1966 (39th)","ACTRESS IN A SUPPORTING ROLE","Alfie ","no"
"1966 (39th)","ACTRESS IN A SUPPORTING ROLE","You're a Big Boy Now ","no"
"1966 (39th)","DIRECTING","Blow-Up","no"
"1966 (39th)","DIRECTING","A Man and a Woman","no"
"1966 (39th)","DIRECTING","A Man for All Seasons","yes"
"1966 (39th)","DIRECTING","The Professionals","no"
"1966 (39th)","DIRECTING","Who's Afraid of Virginia Woolf?","no"
"1966 (39th)","FILM EDITING","Fantastic Voyage","no"
"1966 (39th)","FILM EDITING","Grand Prix","yes"
"1966 (39th)","FILM EDITING","The Russians Are Coming The Russians Are Coming","no"
"1966 (39th)","FILM EDITING","The Sand Pebbles","no"
"1966 (39th)","FILM EDITING","Who's Afraid of Virginia Woolf?","no"
"1966 (39th)","BEST PICTURE","Alfie","no"
"1966 (39th)","BEST PICTURE","A Man for All Seasons","yes"
"1966 (39th)","BEST PICTURE","The Russians Are Coming The Russians Are Coming","no"
"1966 (39th)","BEST PICTURE","The Sand Pebbles","no"
"1966 (39th)","BEST PICTURE","Who's Afraid of Virginia Woolf?","no"
"1967 (40th)","ACTOR","Bonnie and Clyde ","no"
"1967 (40th)","ACTOR","The Graduate ","no"
"1967 (40th)","ACTOR","Cool Hand Luke ","no"
"1967 (40th)","ACTOR","In the Heat of the Night ","yes"
"1967 (40th)","ACTOR","Guess Who's Coming to Dinner ","no"
"1967 (40th)","ACTOR IN A SUPPORTING ROLE","The Dirty Dozen ","no"
"1967 (40th)","ACTOR IN A SUPPORTING ROLE","Bonnie and Clyde ","no"
"1967 (40th)","ACTOR IN A SUPPORTING ROLE","Guess Who's Coming to Dinner ","no"
"1967 (40th)","ACTOR IN A SUPPORTING ROLE","Cool Hand Luke ","yes"
"1967 (40th)","ACTOR IN A SUPPORTING ROLE","Bonnie and Clyde ","no"
"1967 (40th)","ACTRESS","The Graduate ","no"
"1967 (40th)","ACTRESS","Bonnie and Clyde ","no"
"1967 (40th)","ACTRESS","The Whisperers ","no"
"1967 (40th)","ACTRESS","Wait until Dark ","no"
"1967 (40th)","ACTRESS","Guess Who's Coming to Dinner ","yes"
"1967 (40th)","ACTRESS IN A SUPPORTING ROLE","Thoroughly Modern Millie ","no"
"1967 (40th)","ACTRESS IN A SUPPORTING ROLE","Barefoot in the Park ","no"
"1967 (40th)","ACTRESS IN A SUPPORTING ROLE","Bonnie and Clyde ","yes"
"1967 (40th)","ACTRESS IN A SUPPORTING ROLE","Guess Who's Coming to Dinner ","no"
"1967 (40th)","ACTRESS IN A SUPPORTING ROLE","The Graduate ","no"
"1967 (40th)","CINEMATOGRAPHY","Bonnie and Clyde","yes"
"1967 (40th)","CINEMATOGRAPHY","Camelot","no"
"1967 (40th)","CINEMATOGRAPHY","Doctor Dolittle","no"
"1967 (40th)","CINEMATOGRAPHY","The Graduate","no"
"1967 (40th)","CINEMATOGRAPHY","In Cold Blood","no"
"1967 (40th)","COSTUME DESIGN","Bonnie and Clyde","no"
"1967 (40th)","COSTUME DESIGN","Camelot","yes"
"1967 (40th)","COSTUME DESIGN","The Happiest Millionaire","no"
"1967 (40th)","COSTUME DESIGN","The Taming of the Shrew","no"
"1967 (40th)","COSTUME DESIGN","Thoroughly Modern Millie","no"
"1967 (40th)","DIRECTING","Bonnie and Clyde","no"
"1967 (40th)","DIRECTING","The Graduate","yes"
"1967 (40th)","DIRECTING","Guess Who's Coming to Dinner","no"
"1967 (40th)","DIRECTING","In Cold Blood","no"
"1967 (40th)","DIRECTING","In the Heat of the Night","no"
"1967 (40th)","FILM EDITING","Beach Red","no"
"1967 (40th)","FILM EDITING","The Dirty Dozen","no"
"1967 (40th)","FILM EDITING","Doctor Dolittle","no"
"1967 (40th)","FILM EDITING","Guess Who's Coming to Dinner","no"
"1967 (40th)","FILM EDITING","In the Heat of the Night","yes"
"1967 (40th)","BEST PICTURE","Bonnie and Clyde","no"
"1967 (40th)","BEST PICTURE","Doctor Dolittle","no"
"1967 (40th)","BEST PICTURE","The Graduate","no"
"1967 (40th)","BEST PICTURE","Guess Who's Coming to Dinner","no"
"1967 (40th)","BEST PICTURE","In the Heat of the Night","yes"
"1968 (41st)","ACTOR","The Heart Is a Lonely Hunter ","no"
"1968 (41st)","ACTOR","The Fixer ","no"
"1968 (41st)","ACTOR","Oliver! ","no"
"1968 (41st)","ACTOR","The Lion in Winter ","no"
"1968 (41st)","ACTOR","Charly ","yes"
"1968 (41st)","ACTOR IN A SUPPORTING ROLE","The Subject Was Roses ","yes"
"1968 (41st)","ACTOR IN A SUPPORTING ROLE","Faces ","no"
"1968 (41st)","ACTOR IN A SUPPORTING ROLE","Star! ","no"
"1968 (41st)","ACTOR IN A SUPPORTING ROLE","Oliver! ","no"
"1968 (41st)","ACTOR IN A SUPPORTING ROLE","The Producers ","no"
"1968 (41st)","ACTRESS","The Lion in Winter ","yes"
"1968 (41st)","ACTRESS","NA","no"
"1968 (41st)","ACTRESS","The Subject Was Roses ","no"
"1968 (41st)","ACTRESS","Isadora ","no"
"1968 (41st)","ACTRESS","Funny Girl ","yes"
"1968 (41st)","ACTRESS","NA","no"
"1968 (41st)","ACTRESS","Rachel; Rachel ","no"
"1968 (41st)","ACTRESS IN A SUPPORTING ROLE","Faces ","no"
"1968 (41st)","ACTRESS IN A SUPPORTING ROLE","Rosemary's Baby ","yes"
"1968 (41st)","ACTRESS IN A SUPPORTING ROLE","The Heart Is a Lonely Hunter ","no"
"1968 (41st)","ACTRESS IN A SUPPORTING ROLE","Funny Girl ","no"
"1968 (41st)","ACTRESS IN A SUPPORTING ROLE","Rachel; Rachel ","no"
"1968 (41st)","CINEMATOGRAPHY","Funny Girl","no"
"1968 (41st)","CINEMATOGRAPHY","Ice Station Zebra","no"
"1968 (41st)","CINEMATOGRAPHY","Oliver!","no"
"1968 (41st)","CINEMATOGRAPHY","Romeo and Juliet","yes"
"1968 (41st)","CINEMATOGRAPHY","Star!","no"
"1968 (41st)","COSTUME DESIGN","The Lion in Winter","no"
"1968 (41st)","COSTUME DESIGN","Oliver!","no"
"1968 (41st)","COSTUME DESIGN","Planet of the Apes","no"
"1968 (41st)","COSTUME DESIGN","Romeo and Juliet","yes"
"1968 (41st)","COSTUME DESIGN","Star!","no"
"1968 (41st)","DIRECTING","The Battle of Algiers","no"
"1968 (41st)","DIRECTING","The Lion in Winter","no"
"1968 (41st)","DIRECTING","Oliver!","yes"
"1968 (41st)","DIRECTING","Romeo and Juliet","no"
"1968 (41st)","DIRECTING","2001: A Space Odyssey","no"
"1968 (41st)","FILM EDITING","Bullitt","yes"
"1968 (41st)","FILM EDITING","Funny Girl","no"
"1968 (41st)","FILM EDITING","The Odd Couple","no"
"1968 (41st)","FILM EDITING","Oliver!","no"
"1968 (41st)","FILM EDITING","Wild in the Streets","no"
"1968 (41st)","BEST PICTURE","Funny Girl","no"
"1968 (41st)","BEST PICTURE","The Lion in Winter","no"
"1968 (41st)","BEST PICTURE","Oliver!","yes"
"1968 (41st)","BEST PICTURE","Rachel; Rachel","no"
"1968 (41st)","BEST PICTURE","Romeo and Juliet","no"
"1969 (42nd)","ACTOR","Anne of the Thousand Days ","no"
"1969 (42nd)","ACTOR","Midnight Cowboy ","no"
"1969 (42nd)","ACTOR","Goodbye; Mr. Chips ","no"
"1969 (42nd)","ACTOR","Midnight Cowboy ","no"
"1969 (42nd)","ACTOR","True Grit ","yes"
"1969 (42nd)","ACTOR IN A SUPPORTING ROLE","The Reivers ","no"
"1969 (42nd)","ACTOR IN A SUPPORTING ROLE","Bob & Carol & Ted & Alice ","no"
"1969 (42nd)","ACTOR IN A SUPPORTING ROLE","Easy Rider ","no"
"1969 (42nd)","ACTOR IN A SUPPORTING ROLE","Anne of the Thousand Days ","no"
"1969 (42nd)","ACTOR IN A SUPPORTING ROLE","They Shoot Horses; Don't They? ","yes"
"1969 (42nd)","ACTRESS","Anne of the Thousand Days ","no"
"1969 (42nd)","ACTRESS","They Shoot Horses; Don't They? ","no"
"1969 (42nd)","ACTRESS","The Sterile Cuckoo ","no"
"1969 (42nd)","ACTRESS","The Happy Ending ","no"
"1969 (42nd)","ACTRESS","The Prime of Miss Jean Brodie ","yes"
"1969 (42nd)","ACTRESS IN A SUPPORTING ROLE","Last Summer ","no"
"1969 (42nd)","ACTRESS IN A SUPPORTING ROLE","Bob & Carol & Ted & Alice ","no"
"1969 (42nd)","ACTRESS IN A SUPPORTING ROLE","Cactus Flower ","yes"
"1969 (42nd)","ACTRESS IN A SUPPORTING ROLE","Midnight Cowboy ","no"
"1969 (42nd)","ACTRESS IN A SUPPORTING ROLE","They Shoot Horses; Don't They? ","no"
"1969 (42nd)","CINEMATOGRAPHY","Anne of the Thousand Days","no"
"1969 (42nd)","CINEMATOGRAPHY","Bob & Carol & Ted & Alice","no"
"1969 (42nd)","CINEMATOGRAPHY","Butch Cassidy and the Sundance Kid","yes"
"1969 (42nd)","CINEMATOGRAPHY","Hello; Dolly!","no"
"1969 (42nd)","CINEMATOGRAPHY","Marooned","no"
"1969 (42nd)","COSTUME DESIGN","Anne of the Thousand Days","yes"
"1969 (42nd)","COSTUME DESIGN","Gaily; Gaily","no"
"1969 (42nd)","COSTUME DESIGN","Hello; Dolly!","no"
"1969 (42nd)","COSTUME DESIGN","Sweet Charity","no"
"1969 (42nd)","COSTUME DESIGN","They Shoot Horses; Don't They?","no"
"1969 (42nd)","DIRECTING","Alice's Restaurant","no"
"1969 (42nd)","DIRECTING","Butch Cassidy and the Sundance Kid","no"
"1969 (42nd)","DIRECTING","Midnight Cowboy","yes"
"1969 (42nd)","DIRECTING","They Shoot Horses; Don't They?","no"
"1969 (42nd)","DIRECTING","Z","no"
"1969 (42nd)","FILM EDITING","Hello; Dolly!","no"
"1969 (42nd)","FILM EDITING","Midnight Cowboy","no"
"1969 (42nd)","FILM EDITING","The Secret of Santa Vittoria","no"
"1969 (42nd)","FILM EDITING","They Shoot Horses; Don't They?","no"
"1969 (42nd)","FILM EDITING","Z","yes"
"1969 (42nd)","BEST PICTURE","Anne of the Thousand Days","no"
"1969 (42nd)","BEST PICTURE","Butch Cassidy and the Sundance Kid","no"
"1969 (42nd)","BEST PICTURE","Hello; Dolly!","no"
"1969 (42nd)","BEST PICTURE","Midnight Cowboy","yes"
"1969 (42nd)","BEST PICTURE","Z","no"
"1970 (43rd)","ACTOR","I Never Sang for My Father ","no"
"1970 (43rd)","ACTOR","The Great White Hope ","no"
"1970 (43rd)","ACTOR","Five Easy Pieces ","no"
"1970 (43rd)","ACTOR","Love Story ","no"
"1970 (43rd)","ACTOR","Patton ","yes"
"1970 (43rd)","ACTOR","NA","no"
"1970 (43rd)","ACTOR IN A SUPPORTING ROLE","Lovers and Other Strangers ","no"
"1970 (43rd)","ACTOR IN A SUPPORTING ROLE","Little Big Man ","no"
"1970 (43rd)","ACTOR IN A SUPPORTING ROLE","I Never Sang for My Father ","no"
"1970 (43rd)","ACTOR IN A SUPPORTING ROLE","Love Story ","no"
"1970 (43rd)","ACTOR IN A SUPPORTING ROLE","Ryan's Daughter ","yes"
"1970 (43rd)","ACTRESS","The Great White Hope ","no"
"1970 (43rd)","ACTRESS","Women in Love ","yes"
"1970 (43rd)","ACTRESS","Love Story ","no"
"1970 (43rd)","ACTRESS","Ryan's Daughter ","no"
"1970 (43rd)","ACTRESS","Diary of a Mad Housewife ","no"
"1970 (43rd)","ACTRESS IN A SUPPORTING ROLE","Five Easy Pieces ","no"
"1970 (43rd)","ACTRESS IN A SUPPORTING ROLE","The Landlord ","no"
"1970 (43rd)","ACTRESS IN A SUPPORTING ROLE","Airport ","yes"
"1970 (43rd)","ACTRESS IN A SUPPORTING ROLE","M*A*S*H ","no"
"1970 (43rd)","ACTRESS IN A SUPPORTING ROLE","Airport ","no"
"1970 (43rd)","CINEMATOGRAPHY","Airport","no"
"1970 (43rd)","CINEMATOGRAPHY","Patton","no"
"1970 (43rd)","CINEMATOGRAPHY","Ryan's Daughter","yes"
"1970 (43rd)","CINEMATOGRAPHY","Tora! Tora! Tora!","no"
"1970 (43rd)","CINEMATOGRAPHY","Women in Love","no"
"1970 (43rd)","COSTUME DESIGN","Airport","no"
"1970 (43rd)","COSTUME DESIGN","Cromwell","yes"
"1970 (43rd)","COSTUME DESIGN","Darling Lili","no"
"1970 (43rd)","COSTUME DESIGN","The Hawaiians","no"
"1970 (43rd)","COSTUME DESIGN","Scrooge","no"
"1970 (43rd)","DIRECTING","Fellini Satyricon","no"
"1970 (43rd)","DIRECTING","Love Story","no"
"1970 (43rd)","DIRECTING","M*A*S*H","no"
"1970 (43rd)","DIRECTING","Patton","yes"
"1970 (43rd)","DIRECTING","Women in Love","no"
"1970 (43rd)","FILM EDITING","Airport","no"
"1970 (43rd)","FILM EDITING","M*A*S*H","no"
"1970 (43rd)","FILM EDITING","Patton","yes"
"1970 (43rd)","FILM EDITING","Tora! Tora! Tora!","no"
"1970 (43rd)","FILM EDITING","Woodstock","no"
"1970 (43rd)","BEST PICTURE","Airport","no"
"1970 (43rd)","BEST PICTURE","Five Easy Pieces","no"
"1970 (43rd)","BEST PICTURE","Love Story","no"
"1970 (43rd)","BEST PICTURE","M*A*S*H","no"
"1970 (43rd)","BEST PICTURE","Patton","yes"
"1971 (44th)","ACTOR","Sunday Bloody Sunday ","no"
"1971 (44th)","ACTOR","The French Connection ","yes"
"1971 (44th)","ACTOR","Kotch ","no"
"1971 (44th)","ACTOR","The Hospital ","no"
"1971 (44th)","ACTOR","Fiddler on the Roof ","no"
"1971 (44th)","ACTOR IN A SUPPORTING ROLE","The Last Picture Show ","no"
"1971 (44th)","ACTOR IN A SUPPORTING ROLE","Fiddler on the Roof ","no"
"1971 (44th)","ACTOR IN A SUPPORTING ROLE","Sometimes a Great Notion ","no"
"1971 (44th)","ACTOR IN A SUPPORTING ROLE","The Last Picture Show ","yes"
"1971 (44th)","ACTOR IN A SUPPORTING ROLE","The French Connection ","no"
"1971 (44th)","ACTRESS","McCabe & Mrs. Miller ","no"
"1971 (44th)","ACTRESS","Klute ","yes"
"1971 (44th)","ACTRESS","Sunday Bloody Sunday ","no"
"1971 (44th)","ACTRESS","Mary; Queen of Scots ","no"
"1971 (44th)","ACTRESS","Nicholas and Alexandra ","no"
"1971 (44th)","ACTRESS IN A SUPPORTING ROLE","Carnal Knowledge ","no"
"1971 (44th)","ACTRESS IN A SUPPORTING ROLE","The Last Picture Show ","no"
"1971 (44th)","ACTRESS IN A SUPPORTING ROLE","Who Is Harry Kellerman and Why Is He Saying Those ","no"
"1971 (44th)","ACTRESS IN A SUPPORTING ROLE","The Last Picture Show ","yes"
"1971 (44th)","ACTRESS IN A SUPPORTING ROLE","The Go-Between ","no"
"1971 (44th)","CINEMATOGRAPHY","Fiddler on the Roof","yes"
"1971 (44th)","CINEMATOGRAPHY","The French Connection","no"
"1971 (44th)","CINEMATOGRAPHY","The Last Picture Show","no"
"1971 (44th)","CINEMATOGRAPHY","Nicholas and Alexandra","no"
"1971 (44th)","CINEMATOGRAPHY","Summer of '42","no"
"1971 (44th)","COSTUME DESIGN","Bedknobs and Broomsticks","no"
"1971 (44th)","COSTUME DESIGN","Death in Venice","no"
"1971 (44th)","COSTUME DESIGN","Mary; Queen of Scots","no"
"1971 (44th)","COSTUME DESIGN","Nicholas and Alexandra","yes"
"1971 (44th)","COSTUME DESIGN","What's the Matter with Helen?","no"
"1971 (44th)","DIRECTING","A Clockwork Orange","no"
"1971 (44th)","DIRECTING","Fiddler on the Roof","no"
"1971 (44th)","DIRECTING","The French Connection","yes"
"1971 (44th)","DIRECTING","The Last Picture Show","no"
"1971 (44th)","DIRECTING","Sunday Bloody Sunday","no"
"1971 (44th)","FILM EDITING","The Andromeda Strain","no"
"1971 (44th)","FILM EDITING","A Clockwork Orange","no"
"1971 (44th)","FILM EDITING","The French Connection","yes"
"1971 (44th)","FILM EDITING","Kotch","no"
"1971 (44th)","FILM EDITING","Summer of '42","no"
"1971 (44th)","BEST PICTURE","A Clockwork Orange","no"
"1971 (44th)","BEST PICTURE","Fiddler on the Roof","no"
"1971 (44th)","BEST PICTURE","The French Connection","yes"
"1971 (44th)","BEST PICTURE","The Last Picture Show","no"
"1971 (44th)","BEST PICTURE","Nicholas and Alexandra","no"
"1972 (45th)","ACTOR","The Godfather ","yes"
"1972 (45th)","ACTOR","NA","no"
"1972 (45th)","ACTOR","Sleuth ","no"
"1972 (45th)","ACTOR","Sleuth ","no"
