Year,Category,Nominee,Additional.Info,Won.
1997 (70th),SHORT FILM (Animated),La Vieille Dame et les Pigeons (The Old Lady and the Pigeons),Sylvain Chomet,no
1997 (70th),SHORT FILM (Animated),The Mermaid,Alexander Petrov,no
1997 (70th),SHORT FILM (Animated),Redux Riding Hood,Steve Moore; Dan O'Shannon,no
1997 (70th),SHORT FILM (Live Action),Dance Lexie Dance,Pearse Moore; Tim Loane,no
1997 (70th),SHORT FILM (Live Action),It's Good to Talk,Roger Goldby; Barney Reisz,no
1997 (70th),SHORT FILM (Live Action),Sweethearts?,Birger Larsen; Thomas Lydholm,no
1997 (70th),SHORT FILM (Live Action),Visas and Virtue,Chris Tashima; Chris Donahue,yes
1997 (70th),SHORT FILM (Live Action),Wolfgang,Kim Magnusson; Anders Thomas Jensen,no
1997 (70th),SOUND,Air Force One,Paul Massey; Rick Kline; D. M. Hemphill; Keith A. Wester,no
1997 (70th),SOUND,Con Air,Kevin O'Connell; Greg P. Russell; Arthur Rochester,no
1997 (70th),SOUND,Contact,Randy Thom; Tom Johnson; Dennis Sands; William B. Kaplan,no
1997 (70th),SOUND,L.A. Confidential,Andy Nelson; Anna Behlmer; Kirk Francis,no
1997 (70th),SOUND,Titanic,Gary Rydstrom; Tom Johnson; Gary Summers; Mark Ulano,yes
1997 (70th),SOUND EFFECTS EDITING,Face/Off,Mark P. Stoeckinger; Per Hallberg,no
1997 (70th),SOUND EFFECTS EDITING,The Fifth Element,Mark Mangini,no
1997 (70th),SOUND EFFECTS EDITING,Titanic,Tom Bellfort; Christopher Boyes,yes
1997 (70th),VISUAL EFFECTS,The Lost World: Jurassic Park,Dennis Muren; Stan Winston; Randal M. Dutra; Michael Lantieri,no
1997 (70th),VISUAL EFFECTS,Starship Troopers,Phil Tippett; Scott E. Anderson; Alec Gillis; John Richardson,no
1997 (70th),VISUAL EFFECTS,Titanic,Robert Legato; Mark Lasoff; Thomas L. Fisher; Michael Kanfer,yes
1997 (70th),WRITING (Screenplay Based on Material Previously Produced or Published),Donnie Brasco,Paul Attanasio,no
1997 (70th),WRITING (Screenplay Based on Material Previously Produced or Published),L.A. Confidential,Brian Helgeland; Curtis Hanson,yes
1997 (70th),WRITING (Screenplay Based on Material Previously Produced or Published),The Sweet Hereafter,Atom Egoyan,no
1997 (70th),WRITING (Screenplay Based on Material Previously Produced or Published),Wag the Dog,Hilary Henkin; David Mamet,no
1997 (70th),WRITING (Screenplay Based on Material Previously Produced or Published),The Wings of the Dove,Hossein Amini,no
1997 (70th),WRITING (Screenplay Written Directly for the Screen),As Good as It Gets,Screenplay by Mark Andrus; James L. Brooks; Story by Mark Andrus,no
1997 (70th),WRITING (Screenplay Written Directly for the Screen),Boogie Nights,Paul Thomas Anderson,no
1997 (70th),WRITING (Screenplay Written Directly for the Screen),Deconstructing Harry,Woody Allen,no
1997 (70th),WRITING (Screenplay Written Directly for the Screen),The Full Monty,Simon Beaufoy,no
1997 (70th),WRITING (Screenplay Written Directly for the Screen),Good Will Hunting,Ben Affleck; Matt Damon,yes
1997 (70th),HONORARY AWARD,To Stanley Donen in appreciation of a body of work marked by grace; elegance; wit and visual innovation.,NA,yes
1997 (70th),GORDON E. SAWYER AWARD,Don Iwerks,NA,yes
1997 (70th),SCIENTIFIC AND TECHNICAL AWARD (Academy Award of Merit),To GUNNAR P. MICHELSON for the engineering and development of an improved; electronic; high-speed; precision light valve for use in motion picture printing machines. ,NA,yes
1997 (70th),SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),To WILLIAM KOVACS for his creative leadership and ROY HALL for his principal engineering efforts that led to the Wavefront Advanced Visualizer computer graphics system. ,NA,yes
1997 (70th),SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),To JOHN GIBSON; ROB KRIEGER; MILAN NOVACEK; GLEN OZYMOK and DAVE SPRINGER for the development of the geometric modeling component of the Alias PowerAnimator System. ,NA,yes
1997 (70th),SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),To DOMINIQUE BOISVERT; R�JEAN GAGN�; DANIEL LANGLOIS and RICHARD LAPERRIERE for the development of the Actor animation component of the Softimage computer animation system. ,NA,yes
1997 (70th),SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),To EBEN OSTBY; WILLIAM REEVES; SAMUEL J. LEFFLER and TOM DUFF for the development of the Marionette Three-Dimensional Computer Animation System. ,NA,yes
1997 (70th),SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),To CRAIG W. REYNOLDS for his pioneering contributions to the development of three-dimensional computer animation for motion picture production. ,NA,yes
1997 (70th),SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),To RICHARD SHOUP; ALVY RAY SMITH and THOMAS PORTER for their pioneering efforts in the development of digital paint systems used in motion picture production. ,NA,yes
1997 (70th),SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),To KIRK HANDLEY; RAY MELUCH; SCOTT ROBINSON; WILSON H. ALLEN and JOHN NEARY for the design; development and implementation of the Dolby CP500 Digital Cinema Processor. ,NA,yes
1997 (70th),SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),To JOEL W. JOHNSON of the O'Connor Laboratories for the unique design improvement in fluid head counter-balancing techniques as used in their Model 2575. ,NA,yes
1997 (70th),SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),To AL JENSEN; CHUCK HEADLEY; JEAN MESSNER and HAZEM NABULSI of CEI Technology for the production of a self-contained; flicker-free; Color Video-Assist Camera. ,NA,yes
1997 (70th),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),To CLARK F. CRITES for the design and development of the Christie ELF 1-C Endless Loop Film Transport and Storage System. ,NA,yes
1997 (70th),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),To DAN LEIMETER and ROBERT WEITZ for the development and implementation of a Portable Adjustment Tool for T-Style Slit Lens Assemblies. ,NA,yes
1997 (70th),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),To PHILIP C. CORY for the design and development of the Special Effects Spark Generator. ,NA,yes
1997 (70th),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),To JAMES M. REILLY; DOUGLAS W. NISHIMURA and MONIQUE C. FISCHER of the Rochester Institute of Technology for the creation of A-D Strips; a diagnostic tool for the detection of the presence of vinegar syndrome in processed acetate-based motion picture film. ,NA,yes
1997 (70th),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),To JIM FRAZIER; for the design concept; and IAIN NEIL and RICK GELBARD for the further design and development of the Panavision/Frazier Lens System for motion picture photography. ,NA,yes
1997 (70th),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),To JAMES F. FOLEY; CHARLES E. CONVERSE and F. EDWARD GARDNER of UCISCO; and to ROBERT W. STOKER; JR. and MATT SWEENEY for the development and realization of Liquid Synthetic Air. ,NA,yes
1997 (70th),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),To JACK CASHIN; ROGER HIBBARD and LARRY JACOBSON for the design; development and implementation of a projection system analyzer. ,NA,yes
1997 (70th),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),To RICHARD CHUANG; GLENN ENTIS and CARL ROSENDAHL for the concept and architecture of the Pacific Data Images (PDI) Animation System. ,NA,yes
1997 (70th),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),To GREG HERMANOVIC; KIM DAVIDSON; MARK ELENDT and PAUL H. BRESLIN for the development of the procedural modeling and animation components of the Prisms software package. ,NA,yes
1997 (70th),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),To JAMES J. KEATING; MICHAEL WAHRMAN and RICHARD HOLLANDER for their contributions that led to the Wavefront Advanced Visualizer computer graphics system. ,NA,yes
1997 (70th),JOHN A. BONNER MEDAL OF COMMENDATION,To Pete Clark in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences.,NA,yes
1998 (71st),ACTOR IN A LEADING ROLE,Life Is Beautiful ,Roberto Benigni,yes
1998 (71st),ACTOR IN A LEADING ROLE,Saving Private Ryan ,Tom Hanks,no
1998 (71st),ACTOR IN A LEADING ROLE,Gods and Monsters ,Ian McKellen,no
1998 (71st),ACTOR IN A LEADING ROLE,Affliction ,Nick Nolte,no
1998 (71st),ACTOR IN A LEADING ROLE,American History X ,Edward Norton,no
1998 (71st),ACTOR IN A SUPPORTING ROLE,Affliction ,James Coburn,yes
1998 (71st),ACTOR IN A SUPPORTING ROLE,A Civil Action ,Robert Duvall,no
1998 (71st),ACTOR IN A SUPPORTING ROLE,The Truman Show ,Ed Harris,no
1998 (71st),ACTOR IN A SUPPORTING ROLE,Shakespeare in Love ,Geoffrey Rush,no
1998 (71st),ACTOR IN A SUPPORTING ROLE,A Simple Plan ,Billy Bob Thornton,no
1998 (71st),ACTRESS IN A LEADING ROLE,Elizabeth ,Cate Blanchett,no
1998 (71st),ACTRESS IN A LEADING ROLE,Central Station ,Fernanda Montenegro,no
1998 (71st),ACTRESS IN A LEADING ROLE,Shakespeare in Love ,Gwyneth Paltrow,yes
1998 (71st),ACTRESS IN A LEADING ROLE,One True Thing ,Meryl Streep,no
1998 (71st),ACTRESS IN A LEADING ROLE,Hilary and Jackie ,Emily Watson,no
1998 (71st),ACTRESS IN A SUPPORTING ROLE,Primary Colors ,Kathy Bates,no
1998 (71st),ACTRESS IN A SUPPORTING ROLE,Little Voice ,Brenda Blethyn,no
1998 (71st),ACTRESS IN A SUPPORTING ROLE,Shakespeare in Love ,Judi Dench,yes
1998 (71st),ACTRESS IN A SUPPORTING ROLE,Hilary and Jackie ,Rachel Griffiths,no
1998 (71st),ACTRESS IN A SUPPORTING ROLE,Gods and Monsters ,Lynn Redgrave,no
1998 (71st),ART DIRECTION,Elizabeth,Art Direction: John Myhre; Set Decoration: Peter Howitt,no
1998 (71st),ART DIRECTION,Pleasantville,Art Direction: Jeannine Oppewall; Set Decoration: Jay Hart,no
1998 (71st),ART DIRECTION,Saving Private Ryan,Art Direction: Tom Sanders; Set Decoration: Lisa Dean Kavanaugh,no
1998 (71st),ART DIRECTION,Shakespeare in Love,Art Direction: Martin Childs; Set Decoration: Jill Quertier,yes
1998 (71st),ART DIRECTION,What Dreams May Come,Art Direction: Eugenio Zanetti; Set Decoration: Cindy Carr,no
1998 (71st),CINEMATOGRAPHY,A Civil Action,Conrad L. Hall,no
1998 (71st),CINEMATOGRAPHY,Elizabeth,Remi Adefarasin,no
1998 (71st),CINEMATOGRAPHY,Saving Private Ryan,Janusz Kaminski,yes
1998 (71st),CINEMATOGRAPHY,Shakespeare in Love,Richard Greatrex,no
1998 (71st),CINEMATOGRAPHY,The Thin Red Line,John Toll,no
1998 (71st),COSTUME DESIGN,Beloved,Colleen Atwood,no
1998 (71st),COSTUME DESIGN,Elizabeth,Alexandra Byrne,no
1998 (71st),COSTUME DESIGN,Pleasantville,Judianna Makovsky,no
1998 (71st),COSTUME DESIGN,Shakespeare in Love,Sandy Powell,yes
1998 (71st),COSTUME DESIGN,Velvet Goldmine,Sandy Powell,no
1998 (71st),DIRECTING,Life Is Beautiful,Roberto Benigni,no
1998 (71st),DIRECTING,Saving Private Ryan,Steven Spielberg,yes
1998 (71st),DIRECTING,Shakespeare in Love,John Madden,no
1998 (71st),DIRECTING,The Thin Red Line,Terrence Malick,no
1998 (71st),DIRECTING,The Truman Show,Peter Weir,no
1998 (71st),DOCUMENTARY (Feature),Dancemaker,Matthew Diamond; Jerry Kupfer,no
1998 (71st),DOCUMENTARY (Feature),The Farm: Angola; U.S.A.,Jonathan Stack; Liz Garbus,no
1998 (71st),DOCUMENTARY (Feature),The Last Days,James Moll; Ken Lipper,yes
1998 (71st),DOCUMENTARY (Feature),Lenny Bruce: Swear to Tell the Truth,Robert B. Weide,no
1998 (71st),DOCUMENTARY (Feature),Regret to Inform,Barbara Sonneborn; Janet Cole,no
1998 (71st),DOCUMENTARY (Short Subject),The Personals: Improvisations on Romance in the Golden Years,Keiko Ibi,yes
1998 (71st),DOCUMENTARY (Short Subject),A Place in the Land,Charles Guggenheim,no
1998 (71st),DOCUMENTARY (Short Subject),Sunrise over Tiananmen Square,Shui-Bo Wang; Donald McWilliams,no
1998 (71st),FILM EDITING,Life Is Beautiful,Simona Paggi,no
1998 (71st),FILM EDITING,Out of Sight,Anne V. Coates,no
1998 (71st),FILM EDITING,Saving Private Ryan,Michael Kahn,yes
1998 (71st),FILM EDITING,Shakespeare in Love,David Gamble,no
1998 (71st),FILM EDITING,The Thin Red Line,Billy Weber; Leslie Jones; Saar Klein,no
1998 (71st),FOREIGN LANGUAGE FILM,Central Station,Brazil,no
1998 (71st),FOREIGN LANGUAGE FILM,Children of Heaven,Iran,no
1998 (71st),FOREIGN LANGUAGE FILM,The Grandfather,Spain,no
1998 (71st),FOREIGN LANGUAGE FILM,Life Is Beautiful,Italy,yes
1998 (71st),FOREIGN LANGUAGE FILM,Tango,Argentina,no
1998 (71st),MAKEUP,Elizabeth,Jenny Shircore,yes
1998 (71st),MAKEUP,Saving Private Ryan,Lois Burwell; Conor O'Sullivan; Daniel C. Striepeke,no
1998 (71st),MAKEUP,Shakespeare in Love,Lisa Westcott; Veronica Brebner,no
1998 (71st),MUSIC (Original Dramatic Score),Elizabeth,David Hirschfelder,no
1998 (71st),MUSIC (Original Dramatic Score),Life Is Beautiful,Nicola Piovani,yes
1998 (71st),MUSIC (Original Dramatic Score),Pleasantville,Randy Newman,no
1998 (71st),MUSIC (Original Dramatic Score),Saving Private Ryan,John Williams,no
1998 (71st),MUSIC (Original Dramatic Score),The Thin Red Line,Hans Zimmer,no
1998 (71st),MUSIC (Original Musical or Comedy Score),A Bug's Life,Randy Newman,no
1998 (71st),MUSIC (Original Musical or Comedy Score),Mulan,Music by Matthew Wilder; Lyrics by David Zippel; Orchestral Score by Jerry Goldsmith,no
1998 (71st),MUSIC (Original Musical or Comedy Score),Patch Adams,Marc Shaiman,no
1998 (71st),MUSIC (Original Musical or Comedy Score),The Prince of Egypt,Music and Lyrics by Stephen Schwartz; Orchestral Score by Hans Zimmer,no
1998 (71st),MUSIC (Original Musical or Comedy Score),Shakespeare in Love,Stephen Warbeck,yes
1998 (71st),MUSIC (Original Song),I Don't Want To Miss A Thing from Armageddon,Music and Lyric by Diane Warren,no
1998 (71st),MUSIC (Original Song),The Prayer from Quest for Camelot,Music by Carole Bayer Sager and David Foster; Lyric by Carole Bayer Sager; David Foster; Tony Renis and Alberto Testa,no
1998 (71st),MUSIC (Original Song),A Soft Place To Fall from The Horse Whisperer,Music and Lyric by Allison Moorer and Gwil Owen,no
1998 (71st),MUSIC (Original Song),That'll Do from Babe: Pig in the City,Music and Lyric by Randy Newman,no
1998 (71st),MUSIC (Original Song),When You Believe from The Prince of Egypt,Music and Lyric by Stephen Schwartz,yes
1998 (71st),BEST PICTURE,Elizabeth,Alison Owen; Eric Fellner and Tim Bevan; Producers,no
1998 (71st),BEST PICTURE,Life Is Beautiful,Elda Ferri and Gianluigi Braschi; Producers,no
1998 (71st),BEST PICTURE,Saving Private Ryan,Steven Spielberg; Ian Bryce; Mark Gordon and Gary Levinsohn; Producers,no
1998 (71st),BEST PICTURE,Shakespeare in Love,David Parfitt; Donna Gigliotti; Harvey Weinstein; Edward Zwick and Marc Norman; Producers,yes
1998 (71st),BEST PICTURE,The Thin Red Line,Robert Michael Geisler; John Roberdeau and Grant Hill; Producers,no
1998 (71st),SHORT FILM (Animated),Bunny,Chris Wedge,yes
1998 (71st),SHORT FILM (Animated),The Canterbury Tales,Christopher Grace; Jonathan Myerson,no
1998 (71st),SHORT FILM (Animated),Jolly Roger,Mark Baker,no
1998 (71st),SHORT FILM (Animated),More,Mark Osborne; Steve Kalafer,no
1998 (71st),SHORT FILM (Animated),When Life Departs,Karsten Kiilerich; Stefan Fjeldmark,no
1998 (71st),SHORT FILM (Live Action),Culture,Will Speck; Josh Gordon,no
1998 (71st),SHORT FILM (Live Action),Election Night (Valgaften),Kim Magnusson; Anders Thomas Jensen,yes
1998 (71st),SHORT FILM (Live Action),Holiday Romance,Alexander Jovy; JJ Keith,no
1998 (71st),SHORT FILM (Live Action),La Carte Postale (The Postcard),Vivian Goffette,no
1998 (71st),SHORT FILM (Live Action),Victor,Simon Sandquist; Joel Bergvall,no
1998 (71st),SOUND,Armageddon,Kevin O'Connell; Greg P. Russell; Keith A. Wester,no
1998 (71st),SOUND,The Mask of Zorro,Kevin O'Connell; Greg P. Russell; Pud Cusack,no
1998 (71st),SOUND,Saving Private Ryan,Gary Rydstrom; Gary Summers; Andy Nelson; Ronald Judkins,yes
1998 (71st),SOUND,Shakespeare in Love,Robin O'Donoghue; Dominic Lester; Peter Glossop,no
1998 (71st),SOUND,The Thin Red Line,Andy Nelson; Anna Behlmer; Paul Brincat,no
1998 (71st),SOUND EFFECTS EDITING,Armageddon,George Watters II,no
1998 (71st),SOUND EFFECTS EDITING,The Mask of Zorro,David McMoyler,no
1998 (71st),SOUND EFFECTS EDITING,Saving Private Ryan,Gary Rydstrom; Richard Hymns,yes
1998 (71st),VISUAL EFFECTS,Armageddon,Richard R. Hoover; Pat McClung; John Frazier,no
1998 (71st),VISUAL EFFECTS,Mighty Joe Young,Rick Baker; Hoyt Yeatman; Allen Hall; Jim Mitchell,no
1998 (71st),VISUAL EFFECTS,What Dreams May Come,Joel Hynek; Nicholas Brooks; Stuart Robertson; Kevin Mack,yes
1998 (71st),WRITING (Screenplay Based on Material Previously Produced or Published),Gods and Monsters,Bill Condon,yes
1998 (71st),WRITING (Screenplay Based on Material Previously Produced or Published),Out of Sight,Scott Frank,no
1998 (71st),WRITING (Screenplay Based on Material Previously Produced or Published),Primary Colors,Elaine May,no
1998 (71st),WRITING (Screenplay Based on Material Previously Produced or Published),A Simple Plan,Scott B. Smith,no
1998 (71st),WRITING (Screenplay Based on Material Previously Produced or Published),The Thin Red Line,Terrence Malick,no
1998 (71st),WRITING (Screenplay Written Directly for the Screen),Bulworth,Screenplay by Warren Beatty; Jeremy Pikser; Story by Warren Beatty,no
1998 (71st),WRITING (Screenplay Written Directly for the Screen),Life Is Beautiful,Vincenzo Cerami; Roberto Benigni,no
1998 (71st),WRITING (Screenplay Written Directly for the Screen),Saving Private Ryan,Robert Rodat,no
1998 (71st),WRITING (Screenplay Written Directly for the Screen),Shakespeare in Love,Marc Norman; Tom Stoppard,yes
1998 (71st),WRITING (Screenplay Written Directly for the Screen),The Truman Show,Andrew Niccol,no
1998 (71st),HONORARY AWARD,To Elia Kazan in recognition of his indelible contributions to the art of motion picture direction.,NA,yes
1998 (71st),IRVING G. THALBERG MEMORIAL AWARD,Norman Jewison,NA,yes
1998 (71st),SCIENTIFIC AND TECHNICAL AWARD (Academy Award of Merit),To AVID TECHNOLOGY; INC. for the concept; system design and engineering of the Avid Film Composer for motion picture editing. The Avid Film Composer is a digital; non-linear; 24 frame-per-second editing machine usinig compression algorithms; that has revolutionized the art of film editing. Shots can be stored; recalled; manipulated and played back instantaneously; allowing the film editor unprecedented creative freedom and the ability to realize a film more fully than before. ,NA,yes
1998 (71st),SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),To DR. THOMAS G. STOCKHAM; JR. and ROBERT B. INGEBRETSEN for their pioneering work in the areas of waveform editing; crossfades and cut-and-paste techniques for digital audio editing. The foundation of current digital audio editing equipment for motion pictures has its roots in the late seventies work of these digital pioneers. ,NA,yes
