"Year","AwardSeason","Category","CategoryType","Nominee","Additional Info","Won"
"1937","10","SOUND",NA,"THE HURRICANE","United Artists Studio Sound Department, Thomas T. Moulton, Sound Director","YES"
"1937","10","SOUND",NA,"IN OLD CHICAGO","20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director","NO"
"1937","10","SOUND",NA,"THE LIFE OF EMILE ZOLA","Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director","NO"
"1937","10","SOUND",NA,"LOST HORIZON","Columbia Studio Sound Department, John Livadary, Sound Director","NO"
"1937","10","SOUND",NA,"MAYTIME","Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director","NO"
"1937","10","SOUND",NA,"ONE HUNDRED MEN AND A GIRL","Universal Studio Sound Department, Homer G. Tasker, Sound Director","NO"
"1937","10","SOUND",NA,"TOPPER","Hal Roach Studio Sound Department, Elmer A. Raguse, Sound Director","NO"
"1937","10","SOUND",NA,"WELLS FARGO","Paramount Studio Sound Department, Loren L. Ryder, Sound Director","NO"
"1937","10","WRITING",NA,"BLACK LEGION","Robert Lord","NO"
"1937","10","WRITING",NA,"IN OLD CHICAGO","Niven Busch","NO"
"1937","10","WRITING",NA,"THE LIFE OF EMILE ZOLA","Heinz Herald, Geza Herczeg","NO"
"1937","10","WRITING",NA,"ONE HUNDRED MEN AND A GIRL","Hans Kraly","NO"
"1937","10","WRITING",NA,"A STAR IS BORN","William A. Wellman, Robert Carson","YES"
"1937","10","WRITING",NA,"THE AWFUL TRUTH","Vina Delmar","NO"
"1937","10","WRITING",NA,"CAPTAINS COURAGEOUS","John Lee Mahin, Marc Connelly, Dale Van Every","NO"
"1937","10","WRITING",NA,"THE LIFE OF EMILE ZOLA","Norman Reilly Raine, Heinz Herald, Geza Herczeg","YES"
"1937","10","WRITING",NA,"STAGE DOOR","Morris Ryskind, Anthony Veiller","NO"
"1937","10","WRITING",NA,"A STAR IS BORN","Dorothy Parker, Alan Campbell, Robert Carson","NO"
"1937","10","HONORARY AWARD",NA,"EDGAR BERGEN","","YES"
"1937","10","HONORARY AWARD",NA,"THE MUSEUM","","YES"
"1937","10","HONORARY AWARD",NA,"W. HOWARD GREENE","","YES"
"1937","10","IRVING G. THALBERG MEMORIAL AWARD",NA,"DARRYL F. ZANUCK","","YES"
"1937","10","SCIENTIFIC AND TECHNICAL","Academy Award of Merit","AGFA ANSCO CORPORATION","","YES"
"1937","10","SCIENTIFIC AND TECHNICAL","Scientific and Engineering Award","WALT DISNEY PRODUCTIONS, LTD.","","YES"
"1937","10","SCIENTIFIC AND TECHNICAL","Scientific and Engineering Award","EASTMAN KODAK COMPANY","","YES"
"1937","10","SCIENTIFIC AND TECHNICAL","Scientific and Engineering Award","FARCIOT EDOUART AND PARAMOUNT PICTURES, INC.","","YES"
"1937","10","SCIENTIFIC AND TECHNICAL","Scientific and Engineering Award","DOUGLAS SHEARER AND THE METRO-GOLDWYN-MAYER STUDIO SOUND DEPARTMENT","","YES"
"1937","10","SCIENTIFIC AND TECHNICAL","Technical Achievement Award","JOHN ARNOLD AND THE METRO-GOLDWYN-MAYER STUDIO CAMERA DEPARTMENT","","YES"
"1937","10","SCIENTIFIC AND TECHNICAL","Technical Achievement Award","JOHN LIVADARY, DIRECTOR","","YES"
"1937","10","SCIENTIFIC AND TECHNICAL","Technical Achievement Award","THOMAS T. MOULTON AND THE UNITED ARTISTS STUDIO SOUND DEPARTMENT","","YES"
"1937","10","SCIENTIFIC AND TECHNICAL","Technical Achievement Award","RCA MANUFACTURING CO., INC.","","YES"
"1937","10","SCIENTIFIC AND TECHNICAL","Technical Achievement Award","JOSEPH E. ROBBINS AND PARAMOUNT PICTURES, INC.","","YES"
"1937","10","SCIENTIFIC AND TECHNICAL","Technical Achievement Award","DOUGLAS SHEARER AND THE METRO-GOLDWYN-MAYER STUDIO SOUND DEPARTMENT","","YES"
"1937","10","ASSISTANT DIRECTOR","archaic category","IN OLD CHICAGO","Robert Webb","YES"
"1937","10","ASSISTANT DIRECTOR","archaic category","THE LIFE OF EMILE ZOLA","Russ Saunders","NO"
"1937","10","ASSISTANT DIRECTOR","archaic category","LOST HORIZON","C. C. Coleman, Jr.","NO"
"1937","10","ASSISTANT DIRECTOR","archaic category","SOULS AT SEA","Hal Walker","NO"
"1937","10","ASSISTANT DIRECTOR","archaic category","A STAR IS BORN","Eric Stacey","NO"
"1937","10","DANCE DIRECTION","archaic category","BUSBY BERKELEY","","NO"
"1937","10","DANCE DIRECTION","archaic category","BOBBY CONNOLLY"," Willing and Able""","NO"
"1937","10","DANCE DIRECTION","archaic category","DAVE GOULD","","NO"
"1937","10","DANCE DIRECTION","archaic category","SAMMY LEE","","NO"
"1937","10","DANCE DIRECTION","archaic category","HARRY LOSEE","","NO"
"1937","10","DANCE DIRECTION","archaic category","HERMES PAN","","YES"
"1937","10","DANCE DIRECTION","archaic category","LEROY PRINZ","","NO"
"1936","9","ACTOR","Leading Role","GARY COOPER","Mr. Deeds Goes to Town {'Longfellow Deeds'}","NO"
"1936","9","ACTOR","Leading Role","WALTER HUSTON","Dodsworth {'Sam Dodsworth'}","NO"
"1936","9","ACTOR","Leading Role","PAUL MUNI","The Story of Louis Pasteur {'Louis Pasteur'}","YES"
"1936","9","ACTOR","Leading Role","WILLIAM POWELL","My Man Godfrey {'Godfrey Parks'}","NO"
"1936","9","ACTOR","Leading Role","SPENCER TRACY","San Francisco {'Father Tim Mullen'}","NO"
"1936","9","ACTOR","Supporting Role","MISCHA AUER","My Man Godfrey {'Carlo'}","NO"
"1936","9","ACTOR","Supporting Role","WALTER BRENNAN","Come and Get It {'Swan Bostrom'}","YES"
"1936","9","ACTOR","Supporting Role","STUART ERWIN","Pigskin Parade {'Amos Dodd'}","NO"
"1936","9","ACTOR","Supporting Role","BASIL RATHBONE","Romeo and Juliet {'Tybalt'}","NO"
"1936","9","ACTOR","Supporting Role","AKIM TAMIROFF","The General Died at Dawn {'General Yang'}","NO"
"1936","9","ACTRESS","Leading Role","IRENE DUNNE","Theodora Goes Wild {'Theodora Lynn'}","NO"
"1936","9","ACTRESS","Leading Role","GLADYS GEORGE","Valiant Is the Word for Carrie {'Carrie Snyder'}","NO"
"1936","9","ACTRESS","Leading Role","CAROLE LOMBARD","My Man Godfrey {'Irene Bullock'}","NO"
"1936","9","ACTRESS","Leading Role","LUISE RAINER","The Great Ziegfeld {'Anna Held'}","YES"
"1936","9","ACTRESS","Leading Role","NORMA SHEARER","Romeo and Juliet {'Juliet'}","NO"
"1936","9","ACTRESS","Supporting Role","BEULAH BONDI","The Gorgeous Hussy {'Rachel Jackson'}","NO"
"1936","9","ACTRESS","Supporting Role","ALICE BRADY","My Man Godfrey {'Angelica Bullock'}","NO"
"1936","9","ACTRESS","Supporting Role","BONITA GRANVILLE","These Three {'Mary Tilford'}","NO"
"1936","9","ACTRESS","Supporting Role","MARIA OUSPENSKAYA","Dodsworth {'Baroness von Obersdorf'}","NO"
"1936","9","ACTRESS","Supporting Role","GALE SONDERGAARD","Anthony Adverse {'Faith Paleologue'}","YES"
"1936","9","ART DIRECTION",NA,"ANTHONY ADVERSE","Anton Grot","NO"
"1936","9","ART DIRECTION",NA,"DODSWORTH","Richard Day","YES"
"1936","9","ART DIRECTION",NA,"THE GREAT ZIEGFELD","Cedric Gibbons, Eddie Imazu, Edwin B. Willis","NO"
"1936","9","ART DIRECTION",NA,"LLOYDS OF LONDON","William S. Darling","NO"
"1936","9","ART DIRECTION",NA,"THE MAGNIFICENT BRUTE","Albert S. D'Agostino, Jack Otterson","NO"
"1936","9","ART DIRECTION",NA,"ROMEO AND JULIET","Cedric Gibbons, Fredric Hope, Edwin B. Willis","NO"
"1936","9","ART DIRECTION",NA,"WINTERSET","Perry Ferguson","NO"
"1936","9","CINEMATOGRAPHY",NA,"ANTHONY ADVERSE","Gaetano Gaudio","YES"
"1936","9","CINEMATOGRAPHY",NA,"THE GENERAL DIED AT DAWN","Victor Milner","NO"
"1936","9","CINEMATOGRAPHY",NA,"THE GORGEOUS HUSSY","George Folsey","NO"
"1936","9","CINEMATOGRAPHY",NA,"W. HOWARD GREENE AND HAROLD ROSSON","","YES"
"1936","9","DIRECTING",NA,"DODSWORTH","William Wyler","NO"
"1936","9","DIRECTING",NA,"THE GREAT ZIEGFELD","Robert Z. Leonard","NO"
"1936","9","DIRECTING",NA,"MR. DEEDS GOES TO TOWN","Frank Capra","YES"
"1936","9","DIRECTING",NA,"MY MAN GODFREY","Gregory La Cava","NO"
"1936","9","DIRECTING",NA,"SAN FRANCISCO","W. S. Van Dyke","NO"
"1936","9","FILM EDITING",NA,"ANTHONY ADVERSE","Ralph Dawson","YES"
"1936","9","FILM EDITING",NA,"COME AND GET IT","Edward Curtiss","NO"
"1936","9","FILM EDITING",NA,"THE GREAT ZIEGFELD","William S. Gray","NO"
"1936","9","FILM EDITING",NA,"LLOYDS OF LONDON","Barbara McLean","NO"
"1936","9","FILM EDITING",NA,"A TALE OF TWO CITIES","Conrad A. Nervig","NO"
"1936","9","FILM EDITING",NA,"THEODORA GOES WILD","Otto Meyer","NO"
"1936","9","MUSIC","Scoring","ANTHONY ADVERSE","Warner Bros. Studio Music Department, Leo Forbstein, head of department (Score by Erich Wolfgang Korngold)","YES"
"1936","9","MUSIC","Scoring","THE CHARGE OF THE LIGHT BRIGADE","Warner Bros. Studio Music Department, Leo Forbstein, head of department (Score by Max Steiner)","NO"
"1936","9","MUSIC","Scoring","THE GARDEN OF ALLAH","Selznick International Pictures Music Department, Max Steiner, head of department (Score by Max Steiner)","NO"
"1936","9","MUSIC","Scoring","THE GENERAL DIED AT DAWN","Paramount Studio Music Department, Boris Morros, head of department (Score by Werner Janssen)","NO"
"1936","9","MUSIC","Scoring","WINTERSET","RKO Radio Studio Music Department, Nathaniel Shilkret, head of department (Score by Nathaniel Shilkret)","NO"
"1936","9","MUSIC","Song","SUZY","Music by Walter Donaldson; Lyrics by Harold Adamson","NO"
"1936","9","MUSIC","Song","BORN TO DANCE","Music and Lyrics by Cole Porter","NO"
"1936","9","MUSIC","Song","TRAIL OF THE LONESOME PINE","Music by Louis Alter; Lyrics by Sidney Mitchell","NO"
"1936","9","MUSIC","Song","PENNIES FROM HEAVEN","Music by Arthur Johnston; Lyrics by Johnny Burke","NO"
"1936","9","MUSIC","Song","SWING TIME","Music by Jerome Kern; Lyrics by Dorothy Fields","YES"
"1936","9","MUSIC","Song","SING, BABY, SING","Music by Richard A. Whiting; Lyrics by Walter Bullock","NO"
"1936","9","BEST PICTURE",NA,"ANTHONY ADVERSE","Warner Bros.","NO"
"1936","9","BEST PICTURE",NA,"DODSWORTH","Samuel Goldwyn Productions","NO"
"1936","9","BEST PICTURE",NA,"THE GREAT ZIEGFELD","Metro-Goldwyn-Mayer","YES"
"1936","9","BEST PICTURE",NA,"LIBELED LADY","Metro-Goldwyn-Mayer","NO"
"1936","9","BEST PICTURE",NA,"MR. DEEDS GOES TO TOWN","Columbia","NO"
"1936","9","BEST PICTURE",NA,"ROMEO AND JULIET","Metro-Goldwyn-Mayer","NO"
"1936","9","BEST PICTURE",NA,"SAN FRANCISCO","Metro-Goldwyn-Mayer","NO"
"1936","9","BEST PICTURE",NA,"THE STORY OF LOUIS PASTEUR","Cosmopolitan","NO"
"1936","9","BEST PICTURE",NA,"A TALE OF TWO CITIES","Metro-Goldwyn-Mayer","NO"
"1936","9","BEST PICTURE",NA,"THREE SMART GIRLS","Universal","NO"
"1936","9","SHORT FILM","Animated","THE COUNTRY COUSIN","Walt Disney, Producer","YES"
"1936","9","SHORT FILM","Animated","OLD MILL POND","Harman-Ising","NO"
"1936","9","SHORT FILM","Animated","SINBAD THE SAILOR","Paramount","NO"
"1936","9","SHORT FILM","Live Action","GIVE ME LIBERTY","Warner Bros.","YES"
"1936","9","SHORT FILM","Live Action","LA FIESTA DE SANTA BARBARA","Lewis Lewyn, Producer","NO"
"1936","9","SHORT FILM","Live Action","POPULAR SCIENCE J-6-2","Paramount","NO"
"1936","9","SHORT FILM","Live Action","BORED OF EDUCATION","Hal Roach, Producer","YES"
"1936","9","SHORT FILM","Live Action","MOSCOW MOODS","Paramount","NO"
"1936","9","SHORT FILM","Live Action","WANTED, A MASTER","Pete Smith, Producer","NO"
"1936","9","SHORT FILM","Live Action","DOUBLE OR NOTHING","Warner Bros.","NO"
"1936","9","SHORT FILM","Live Action","DUMMY ACHE","RKO Radio","NO"
"1936","9","SHORT FILM","Live Action","THE PUBLIC PAYS","Metro-Goldwyn-Mayer","YES"
"1936","9","SOUND",NA,"BANJO ON MY KNEE","20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director","NO"
"1936","9","SOUND",NA,"THE CHARGE OF THE LIGHT BRIGADE","Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director","NO"
"1936","9","SOUND",NA,"DODSWORTH","United Artists Studio Sound Department, Thomas T. Moulton, Sound Director","NO"
"1936","9","SOUND",NA,"GENERAL SPANKY","Hal Roach Studio Sound Department, Elmer A. Raguse, Sound Director","NO"
"1936","9","SOUND",NA,"MR. DEEDS GOES TO TOWN","Columbia Studio Sound Department, John Livadary, Sound Director","NO"
"1936","9","SOUND",NA,"SAN FRANCISCO","Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director","YES"
"1936","9","SOUND",NA,"THE TEXAS RANGERS","Paramount Studio Sound Department, Franklin B. Hansen, Sound Director","NO"
"1936","9","SOUND",NA,"THAT GIRL FROM PARIS","RKO Radio Studio Sound Department, J. O. Aalberg, Sound Director","NO"
"1936","9","SOUND",NA,"THREE SMART GIRLS","Universal Studio Sound Department, Homer G. Tasker, Sound Director","NO"
"1936","9","WRITING",NA,"FURY","Norman Krasna","NO"
"1936","9","WRITING",NA,"THE GREAT ZIEGFELD","William Anthony McGuire","NO"
"1936","9","WRITING",NA,"SAN FRANCISCO","Robert Hopkins","NO"
"1936","9","WRITING",NA,"THE STORY OF LOUIS PASTEUR","Pierre Collings, Sheridan Gibney","YES"
"1936","9","WRITING",NA,"THREE SMART GIRLS","Adele Comandini","NO"
"1936","9","WRITING",NA,"AFTER THE THIN MAN","Frances Goodrich, Albert Hackett","NO"
"1936","9","WRITING",NA,"DODSWORTH","Sidney Howard","NO"
"1936","9","WRITING",NA,"MR. DEEDS GOES TO TOWN","Robert Riskin","NO"
"1936","9","WRITING",NA,"MY MAN GODFREY","Eric Hatch, Morris Ryskind","NO"
"1936","9","WRITING",NA,"THE STORY OF LOUIS PASTEUR","Pierre Collings, Sheridan Gibney","YES"
"1936","9","HONORARY AWARD",NA,"THE MARCH","","YES"
"1936","9","HONORARY AWARD",NA,"W. HOWARD GREENE AND HAROLD ROSSON","","YES"
"1936","9","SCIENTIFIC AND TECHNICAL","Academy Award of Merit","DOUGLAS SHEARER AND THE METRO-GOLDWYN-MAYER STUDIO SOUND DEPARTMENT","","YES"
"1936","9","SCIENTIFIC AND TECHNICAL","Scientific and Engineering Award","E. C. WENTE AND THE BELL TELEPHONE LABORATORIES","","YES"
"1936","9","SCIENTIFIC AND TECHNICAL","Scientific and Engineering Award","RCA MANUFACTURING CO., INC.,","","YES"
"1936","9","SCIENTIFIC AND TECHNICAL","Technical Achievement Award","RCA MANUFACTURING CO., INC.,","","YES"
"1936","9","SCIENTIFIC AND TECHNICAL","Technical Achievement Award","ELECTRICAL RESEARCH PRODUCTS, INC.","","YES"
"1936","9","SCIENTIFIC AND TECHNICAL","Technical Achievement Award","RCA MANUFACTURING CO., INC.,","","YES"
"1936","9","SCIENTIFIC AND TECHNICAL","Technical Achievement Award","UNITED ARTISTS STUDIO CORP.","","YES"
"1936","9","ASSISTANT DIRECTOR","archaic category","ANTHONY ADVERSE","William Cannon","NO"
"1936","9","ASSISTANT DIRECTOR","archaic category","THE CHARGE OF THE LIGHT BRIGADE","Jack Sullivan","YES"
"1936","9","ASSISTANT DIRECTOR","archaic category","THE GARDEN OF ALLAH","Eric G. Stacey","NO"
"1936","9","ASSISTANT DIRECTOR","archaic category","THE LAST OF THE MOHICANS","Clem Beauchamp","NO"
"1936","9","ASSISTANT DIRECTOR","archaic category","SAN FRANCISCO","Joseph Newman","NO"
"1936","9","DANCE DIRECTION","archaic category","BUSBY BERKELEY","","NO"
"1936","9","DANCE DIRECTION","archaic category","BOBBY CONNOLLY","","NO"
"1936","9","DANCE DIRECTION","archaic category","SEYMOUR FELIX","","YES"
"1936","9","DANCE DIRECTION","archaic category","DAVE GOULD","","NO"
"1936","9","DANCE DIRECTION","archaic category","JACK HASKELL","","NO"
"1936","9","DANCE DIRECTION","archaic category","RUSSELL LEWIS","","NO"
"1936","9","DANCE DIRECTION","archaic category","HERMES PAN","","NO"
"1935","8","ACTOR","Leading Role","CLARK GABLE","Mutiny on the Bounty {'Fletcher Christian'}","NO"
"1935","8","ACTOR","Leading Role","CHARLES LAUGHTON","Mutiny on the Bounty {'Captain Bligh'} [came in 3rd]","NO"
"1935","8","ACTOR","Leading Role","VICTOR MCLAGLEN","The Informer {'Gypo Nolan'}","YES"
"1935","8","ACTOR","Leading Role","PAUL MUNI","Black Fury {'Joe Radek'} [came in 2nd]","NO"
"1935","8","ACTOR","Leading Role","FRANCHOT TONE","Mutiny on the Bounty {'Roger Byam'}","NO"
"1935","8","ACTRESS","Leading Role","ELISABETH BERGNER","Escape Me Never {'Gemma Jones'} [came in 3rd]","NO"
"1935","8","ACTRESS","Leading Role","CLAUDETTE COLBERT","Private Worlds {'Jane Everest'}","NO"
"1935","8","ACTRESS","Leading Role","BETTE DAVIS","Dangerous {'Joyce Heath'}","YES"
"1935","8","ACTRESS","Leading Role","KATHARINE HEPBURN","Alice Adams {'Alice Adams'} [came in 2nd]","NO"
"1935","8","ACTRESS","Leading Role","MIRIAM HOPKINS","Becky Sharp {'Becky Sharp'}","NO"
"1935","8","ACTRESS","Leading Role","MERLE OBERON","The Dark Angel {'Kitty Vane'}","NO"
"1935","8","ART DIRECTION",NA,"THE DARK ANGEL","Richard Day","YES"
"1935","8","ART DIRECTION",NA,"THE LIVES OF A BENGAL LANCER","Hans Dreier, Roland Anderson [came in 3rd]","NO"
"1935","8","ART DIRECTION",NA,"TOP HAT","Van Nest Polglase, Carroll Clark [came in 2nd]","NO"
"1935","8","CINEMATOGRAPHY",NA,"BARBARY COAST","Ray June","NO"
"1935","8","CINEMATOGRAPHY",NA,"THE CRUSADES","Victor Milner [came in 3rd]","NO"
"1935","8","CINEMATOGRAPHY",NA,"LES MISERABLES","Gregg Toland [came in 2nd]","NO"
"1935","8","CINEMATOGRAPHY",NA,"A MIDSUMMER NIGHT'S DREAM","Hal Mohr","YES"
"1935","8","DIRECTING",NA,"CAPTAIN BLOOD","Michael Curtiz [came in 2nd]","NO"
"1935","8","DIRECTING",NA,"THE INFORMER","John Ford","YES"
"1935","8","DIRECTING",NA,"THE LIVES OF A BENGAL LANCER","Henry Hathaway [came in 3rd]","NO"
"1935","8","DIRECTING",NA,"MUTINY ON THE BOUNTY","Frank Lloyd","NO"
"1935","8","FILM EDITING",NA,"DAVID COPPERFIELD","Robert J. Kern","NO"
"1935","8","FILM EDITING",NA,"THE INFORMER","George Hively [came in 3rd]","NO"
"1935","8","FILM EDITING",NA,"LES MISERABLES","Barbara McLean","NO"
"1935","8","FILM EDITING",NA,"THE LIVES OF A BENGAL LANCER","Ellsworth Hoagland","NO"
"1935","8","FILM EDITING",NA,"A MIDSUMMER NIGHT'S DREAM","Ralph Dawson","YES"
"1935","8","FILM EDITING",NA,"MUTINY ON THE BOUNTY","Margaret Booth [came in 2nd]","NO"
"1935","8","MUSIC","Scoring","CAPTAIN BLOOD","Warner Bros.-First National Studio Music Department, Leo Forbstein, head of department (Score by Erich Wolfgang Korngold) [came in 3rd]","NO"
"1935","8","MUSIC","Scoring","THE INFORMER","RKO Radio Studio Music Department, Max Steiner, head of department (Score by Max Steiner)","YES"
"1935","8","MUSIC","Scoring","MUTINY ON THE BOUNTY","Metro-Goldwyn-Mayer Studio Music Department, Nat W. Finston, head of department (Score by Herbert Stothart) [came in 2nd]","NO"
"1935","8","MUSIC","Scoring","PETER IBBETSON","Paramount Studio Music Department, Irvin Talbot, head of department (Score by Ernst Toch)","NO"
"1935","8","MUSIC","Song","TOP HAT","Music and Lyrics by Irving Berlin [came in 2nd]","NO"
"1935","8","MUSIC","Song","ROBERTA","Music by Jerome Kern; Lyrics by Dorothy Fields and Jimmy McHugh [came in 3rd]","NO"
"1935","8","MUSIC","Song","GOLD DIGGERS OF 1935","Music by Harry Warren; Lyrics by Al Dubin","YES"
"1935","8","BEST PICTURE",NA,"ALICE ADAMS","RKO Radio","NO"
"1935","8","BEST PICTURE",NA,"BROADWAY MELODY OF 1936","Metro-Goldwyn-Mayer","NO"
"1935","8","BEST PICTURE",NA,"CAPTAIN BLOOD","Cosmopolitan [came in 3rd]","NO"
"1935","8","BEST PICTURE",NA,"DAVID COPPERFIELD","Metro-Goldwyn-Mayer","NO"
"1935","8","BEST PICTURE",NA,"THE INFORMER","RKO Radio [came in 2nd]","NO"
"1935","8","BEST PICTURE",NA,"LES MISERABLES","20th Century","NO"
"1935","8","BEST PICTURE",NA,"THE LIVES OF A BENGAL LANCER","Paramount","NO"
"1935","8","BEST PICTURE",NA,"A MIDSUMMER NIGHT'S DREAM","Warner Bros.","NO"
"1935","8","BEST PICTURE",NA,"MUTINY ON THE BOUNTY","Metro-Goldwyn-Mayer","YES"
"1935","8","BEST PICTURE",NA,"NAUGHTY MARIETTA","Metro-Goldwyn-Mayer","NO"
"1935","8","BEST PICTURE",NA,"RUGGLES OF RED GAP","Paramount","NO"
"1935","8","BEST PICTURE",NA,"TOP HAT","RKO Radio","NO"
"1935","8","SHORT FILM","Animated","THE CALICO DRAGON","Harman-Ising [came in 3rd]","NO"
"1935","8","SHORT FILM","Animated","THREE ORPHAN KITTENS","Walt Disney, Producer","YES"
"1935","8","SHORT FILM","Animated","WHO KILLED COCK ROBIN?","Walt Disney, Producer [came in 2nd]","NO"
"1935","8","SHORT FILM","Live Action","HOW TO SLEEP","Jack Chertok, Producer","YES"
"1935","8","SHORT FILM","Live Action","OH, MY NERVES","Jules White, Producer [came in 2nd]","NO"
"1935","8","SHORT FILM","Live Action","TIT FOR TAT","Hal Roach, Producer [came in 3rd]","NO"
"1935","8","SHORT FILM","Live Action","AUDIOSCOPIKS","Pete Smith, Producer [tied for 2nd]","NO"
"1935","8","SHORT FILM","Live Action","CAMERA THRILLS","Universal [tied for 2nd]","NO"
"1935","8","SHORT FILM","Live Action","WINGS OVER MT. EVEREST","Gaumont British and Skibo Productions","YES"
"1935","8","SOUND",NA,"BRIDE OF FRANKENSTEIN","Universal Studio Sound Department, Gilbert Kurland, Sound Director","NO"
"1935","8","SOUND",NA,"CAPTAIN BLOOD","Warner Bros.-First National Studio Sound Department, Nathan Levinson, Sound Director [came in 2nd]","NO"
"1935","8","SOUND",NA,"THE DARK ANGEL","United Artists Studio Sound Department, Thomas T. Moulton, Sound Director","NO"
"1935","8","SOUND",NA,"I DREAM TOO MUCH","RKO Radio Studio Sound Department, Carl Dreher, Sound Director","NO"
"1935","8","SOUND",NA,"THE LIVES OF A BENGAL LANCER","Paramount Studio Sound Department, Franklin B. Hansen, Sound Director [came in 3rd]","NO"
"1935","8","SOUND",NA,"LOVE ME FOREVER","Columbia Studio Sound Department, John Livadary, Sound Director","NO"
"1935","8","SOUND",NA,"NAUGHTY MARIETTA","Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director","YES"
"1935","8","SOUND",NA,"$1,000 A MINUTE","Republic Studio Sound Department","NO"
"1935","8","SOUND",NA,"THANKS A MILLION","20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director","NO"
"1935","8","WRITING",NA,"BROADWAY MELODY OF 1936","Moss Hart [came in 3rd]","NO"
"1935","8","WRITING",NA,"G-MEN","Gregory Rogers [came in 2nd]","NO"
"1935","8","WRITING",NA,"THE GAY DECEPTION","Don Hartman, Stephen Avery","NO"
"1935","8","WRITING",NA,"THE SCOUNDREL","Ben Hecht, Charles MacArthur","YES"
"1935","8","WRITING",NA,"CAPTAIN BLOOD","Casey Robinson [came in 3rd]","NO"
"1935","8","WRITING",NA,"THE INFORMER","Dudley Nichols","YES"
"1935","8","WRITING",NA,"THE LIVES OF A BENGAL LANCER","Screenplay by Waldemar Young, John L. Balderston, Achmed Abdullah; Adaptation by Grover Jones, William Slavens McNutt","NO"
"1935","8","WRITING",NA,"MUTINY ON THE BOUNTY","Talbot Jennings, Jules Furthman, Carey Wilson [came in 2nd]","NO"
"1935","8","HONORARY AWARD",NA,"DAVID WARK GRIFFITH,","","YES"
"1935","8","SCIENTIFIC AND TECHNICAL","Scientific and Engineering Award","AGFA ANSCO CORPORATION","","YES"
"1935","8","SCIENTIFIC AND TECHNICAL","Scientific and Engineering Award","EASTMAN KODAK COMPANY","","YES"
"1935","8","SCIENTIFIC AND TECHNICAL","Technical Achievement Award","METRO-GOLDWYN-MAYER STUDIO","","YES"
"1935","8","SCIENTIFIC AND TECHNICAL","Technical Achievement Award","WILLIAM A. MUELLER","","YES"
"1935","8","SCIENTIFIC AND TECHNICAL","Technical Achievement Award","MOLE-RICHARDSON COMPANY","","YES"
"1935","8","SCIENTIFIC AND TECHNICAL","Technical Achievement Award","DOUGLAS SHEARER AND METRO-GOLDWYN-MAYER STUDIO SOUND DEPARTMENT","","YES"
"1935","8","SCIENTIFIC AND TECHNICAL","Technical Achievement Award","ELECTRICAL RESEARCH PRODUCTS, INC.","","YES"
"1935","8","SCIENTIFIC AND TECHNICAL","Technical Achievement Award","PARAMOUNT PRODUCTIONS, INC.","","YES"
"1935","8","SCIENTIFIC AND TECHNICAL","Technical Achievement Award","NATHAN LEVINSON, DIRECTOR","","YES"
"1935","8","ASSISTANT DIRECTOR","archaic category","DAVID COPPERFIELD","Joseph Newman [came in 3rd]","NO"
"1935","8","ASSISTANT DIRECTOR","archaic category","LES MISERABLES","Eric Stacey","NO"
"1935","8","ASSISTANT DIRECTOR","archaic category","THE LIVES OF A BENGAL LANCER","Clem Beauchamp, Paul Wing","YES"
"1935","8","ASSISTANT DIRECTOR","archaic category","A MIDSUMMER NIGHT'S DREAM","Sherry Shourds [came in 2nd]","NO"
"1935","8","DANCE DIRECTION","archaic category","BUSBY BERKELEY","","NO"
"1935","8","DANCE DIRECTION","archaic category","BOBBY CONNOLLY","","NO"
"1935","8","DANCE DIRECTION","archaic category","BOBBY CONNOLLY","","NO"
"1935","8","DANCE DIRECTION","archaic category","DAVE GOULD","","YES"
"1935","8","DANCE DIRECTION","archaic category","SAMMY LEE","","NO"
"1935","8","DANCE DIRECTION","archaic category","LEROY PRINZ","","NO"
"1935","8","DANCE DIRECTION","archaic category","BENJAMIN ZEMACH","","NO"
"1934","7","ACTOR","Leading Role","CLARK GABLE","It Happened One Night {'Peter Warne'}","YES"
"1934","7","ACTOR","Leading Role","FRANK MORGAN","The Affairs of Cellini {'Allesandro, Duke of Florence'} [came in 2nd]","NO"
"1934","7","ACTOR","Leading Role","WILLIAM POWELL","The Thin Man {'Nick Charles'} [came in 3rd]","NO"
"1934","7","ACTRESS","Leading Role","CLAUDETTE COLBERT","It Happened One Night {'Ellie Andrews'}","YES"
"1934","7","ACTRESS","Leading Role","BETTE DAVIS","Of Human Bondage {'Mildred'} [came in 3rd]","NO"
"1934","7","ACTRESS","Leading Role","GRACE MOORE","One Night of Love {'Mary'}","NO"
"1934","7","ACTRESS","Leading Role","NORMA SHEARER","The Barretts of Wimpole Street {'Elizabeth Barrett'} [came in 2nd]","NO"
"1934","7","ACTING","other","SHIRLEY TEMPLE, IN GRATEFUL RECOGNITION","","YES"
